,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
898,AAPL130607C00385000,AAPL,2013-06-07,call,385.0,A,63.4,,65.15,,0,1,2013-06-04,1.0,0.0,-1.0538,0.0,0.3519
899,AAPL130607P00385000,AAPL,2013-06-07,put,385.0,A,0.01,,0.03,,80,426,2013-06-04,0.0,0.0,-0.0056,0.0002,0.4078
900,AAPL130607C00390000,AAPL,2013-06-07,call,390.0,A,59.1,,59.6,,17,20,2013-06-04,1.0,0.0,-1.0686,0.0,0.3519
901,AAPL130607P00390000,AAPL,2013-06-07,put,390.0,A,0.01,,0.03,,92,1240,2013-06-04,0.0,0.0,-0.0342,0.0011,0.4078
902,AAPL130607C00395000,AAPL,2013-06-07,call,395.0,A,54.15,,54.6,,15,87,2013-06-04,1.0,0.0,-1.0914,0.0004,0.3519
903,AAPL130607P00395000,AAPL,2013-06-07,put,395.0,A,0.0,,0.03,,109,1164,2013-06-04,0.0,0.0,-0.1742,0.0055,0.4078
904,AAPL130607C00400000,AAPL,2013-06-07,call,400.0,A,49.0,,49.65,,4,159,2013-06-04,1.0,0.0,-1.1677,0.0026,0.3519
905,AAPL130607P00400000,AAPL,2013-06-07,put,400.0,A,0.01,,0.04,,338,1370,2013-06-04,-0.0002,0.0,-0.7473,0.0234,0.4078
906,AAPL130607C00405000,AAPL,2013-06-07,call,405.0,A,44.1,,44.6,,9,16,2013-06-04,0.9999,0.0,-1.5209,0.015,0.3519
907,AAPL130607P00405000,AAPL,2013-06-07,put,405.0,A,0.02,,0.04,,159,693,2013-06-04,-0.0007,0.0002,-2.7208,0.0853,0.4078
908,AAPL130607C00410000,AAPL,2013-06-07,call,410.0,A,39.2,,39.55,,25,650,2013-06-04,0.9995,0.0002,-3.0088,0.0686,0.3519
909,AAPL130607P00410000,AAPL,2013-06-07,put,410.0,A,0.03,,0.05,,727,3070,2013-06-04,-0.0024,0.0005,-8.4549,0.2652,0.4078
910,AAPL130607C00415000,AAPL,2013-06-07,call,415.0,A,34.15,,34.6,,74,201,2013-06-04,0.9977,0.0005,-8.1659,0.2555,0.3519
911,AAPL130607P00415000,AAPL,2013-06-07,put,415.0,A,0.06,,0.08,,767,2236,2013-06-04,-0.0071,0.0013,-22.5505,0.7073,0.4078
912,AAPL130607C00420000,AAPL,2013-06-07,call,420.0,A,29.15,,29.6,,159,499,2013-06-04,0.9921,0.0017,-22.6381,0.7811,0.3519
913,AAPL130607P00420000,AAPL,2013-06-07,put,420.0,A,0.09,,0.11,,1025,3264,2013-06-04,-0.0185,0.0031,-51.8981,1.6278,0.4078
914,AAPL130607C00425000,AAPL,2013-06-07,call,425.0,A,24.3,,24.65,,348,342,2013-06-04,0.9768,0.0043,-55.4148,1.9721,0.3519
915,AAPL130607P00425000,AAPL,2013-06-07,put,425.0,A,0.18,,0.21,,1904,4077,2013-06-04,-0.0351,0.0055,-83.9819,2.7738,0.3873
916,AAPL130607C00430000,AAPL,2013-06-07,call,430.0,A,19.5,,19.8,,437,763,2013-06-04,0.9425,0.0091,-115.0473,4.1398,0.3519
917,AAPL130607P00430000,AAPL,2013-06-07,put,430.0,A,0.33,,0.36,,3573,4574,2013-06-04,-0.0612,0.0094,-121.9653,4.3452,0.359
918,AAPL130607C00435000,AAPL,2013-06-07,call,435.0,A,14.75,,15.15,,591,791,2013-06-04,0.8926,0.0156,-172.5431,6.642,0.3301
919,AAPL130607P00435000,AAPL,2013-06-07,put,435.0,A,0.66,,0.7,,7712,5160,2013-06-04,-0.1135,0.0158,-183.1041,6.9091,0.3391
920,AAPL130607C00440000,AAPL,2013-06-07,call,440.0,A,10.55,,10.85,,1959,2791,2013-06-04,0.7932,0.0244,-262.2798,10.2586,0.3257
921,AAPL130607P00440000,AAPL,2013-06-07,put,440.0,A,1.35,,1.41,,11296,6394,2013-06-04,-0.2068,0.0244,-261.0756,10.2586,0.3257
922,AAPL130607C00445000,AAPL,2013-06-07,call,445.0,A,6.85,,7.1,,6728,4118,2013-06-04,0.654,0.0325,-327.0173,13.2497,0.3148
923,AAPL130607P00445000,AAPL,2013-06-07,put,445.0,A,2.65,,2.76,,16783,5686,2013-06-04,-0.3475,0.0323,-330.0739,13.2716,0.3184
924,AAPL130607C00450000,AAPL,2013-06-07,call,450.0,A,4.1,,4.2,,29083,8918,2013-06-04,0.4808,0.0354,-350.2433,14.315,0.3123
925,AAPL130607P00450000,AAPL,2013-06-07,put,450.0,A,4.75,,4.9,,18496,5866,2013-06-04,-0.5193,0.0354,-348.787,14.315,0.3121
926,AAPL130607C00455000,AAPL,2013-06-07,call,455.0,A,2.11,,2.21,,25649,10108,2013-06-04,0.309,0.0319,-304.8625,12.6561,0.3076
927,AAPL130607P00455000,AAPL,2013-06-07,put,455.0,A,7.8,,8.0,,11634,2548,2013-06-04,-0.6884,0.0315,-309.1063,12.7024,0.312
928,AAPL130607C00460000,AAPL,2013-06-07,call,460.0,A,1.0,,1.05,,20034,11170,2013-06-04,0.1739,0.0231,-223.0265,9.2223,0.3089
929,AAPL130607P00460000,AAPL,2013-06-07,put,460.0,A,11.6,,11.9,,1940,1060,2013-06-04,-0.8227,0.0231,-227.6779,9.3368,0.3132
930,AAPL130607C00465000,AAPL,2013-06-07,call,465.0,A,0.46,,0.48,,10608,8356,2013-06-04,0.09,0.0143,-144.7245,5.8327,0.317
931,AAPL130607P00465000,AAPL,2013-06-07,put,465.0,A,15.95,,16.35,,229,422,2013-06-04,-0.9128,0.0141,-138.2986,5.6969,0.313
932,AAPL130607C00470000,AAPL,2013-06-07,call,470.0,A,0.22,,0.23,,6042,9516,2013-06-04,0.0463,0.0081,-90.4935,3.4828,0.332
933,AAPL130607P00470000,AAPL,2013-06-07,put,470.0,A,20.7,,21.1,,604,409,2013-06-04,-0.9676,0.0067,-60.5316,2.6077,0.3029
934,AAPL130607C00475000,AAPL,2013-06-07,call,475.0,A,0.11,,0.12,,2425,5212,2013-06-04,0.0245,0.0046,-56.5267,2.0609,0.3505
935,AAPL130607P00475000,AAPL,2013-06-07,put,475.0,A,25.6,,26.0,,71,211,2013-06-04,-0.9888,0.0027,-23.7779,1.058,0.3029
936,AAPL130607C00480000,AAPL,2013-06-07,call,480.0,A,0.07,,0.08,,1283,4766,2013-06-04,0.0156,0.0028,-41.8182,1.404,0.3806
937,AAPL130607P00480000,AAPL,2013-06-07,put,480.0,A,30.5,,31.0,,34,127,2013-06-04,-0.9967,0.0009,-7.1969,0.359,0.3029
938,AAPL130607C00485000,AAPL,2013-06-07,call,485.0,A,0.04,,0.06,,1168,1667,2013-06-04,0.0101,0.0018,-30.9616,0.968,0.4088
939,AAPL130607P00485000,AAPL,2013-06-07,put,485.0,A,35.45,,36.0,,5,62,2013-06-04,-0.9992,0.0002,-1.1024,0.1025,0.3029
940,AAPL130607C00490000,AAPL,2013-06-07,call,490.0,A,0.03,,0.05,,340,1552,2013-06-04,0.0076,0.0013,-26.0174,0.7504,0.4431
941,AAPL130607P00490000,AAPL,2013-06-07,put,490.0,A,40.25,,41.0,,0,83,2013-06-04,-0.9998,0.0001,0.7543,0.0248,0.3029
942,AAPL130607C00495000,AAPL,2013-06-07,call,495.0,A,0.02,,0.03,,269,1907,2013-06-04,0.0047,0.0008,-18.0214,0.4967,0.4637
943,AAPL130607P00495000,AAPL,2013-06-07,put,495.0,A,45.2,,46.2,,0,18,2013-06-04,-1.0,0.0,1.2343,0.0051,0.3029
944,AAPL130607C00500000,AAPL,2013-06-07,call,500.0,A,0.02,,0.03,,272,1636,2013-06-04,0.0021,0.0004,-8.6007,0.2371,0.4637
945,AAPL130607P00500000,AAPL,2013-06-07,put,500.0,A,50.25,,51.1,,0,54,2013-06-04,-1.0,0.0,1.3473,0.0009,0.3029
946,AAPL130607C00505000,AAPL,2013-06-07,call,505.0,A,0.01,,0.03,,5,125,2013-06-04,0.0009,0.0002,-3.8462,0.106,0.4637
947,AAPL130607P00505000,AAPL,2013-06-07,put,505.0,A,54.9,,56.6,,0,0,2013-06-04,-1.0,0.0,1.379,0.0001,0.3029
948,AAPL130607C00510000,AAPL,2013-06-07,call,510.0,A,0.01,,0.03,,135,704,2013-06-04,0.0002,0.0001,-1.615,0.0445,0.4637
949,AAPL130607P00510000,AAPL,2013-06-07,put,510.0,A,60.2,,61.3,,4,7,2013-06-04,-1.0,0.0,1.3954,0.0,0.3029
950,AAPL130607C00515000,AAPL,2013-06-07,call,515.0,A,0.0,,0.01,,20,20,2013-06-04,0.0001,0.0,-0.6379,0.0176,0.4637
951,AAPL130607P00515000,AAPL,2013-06-07,put,515.0,A,65.2,,66.35,,0,2,2013-06-04,-1.0,0.0,1.4095,0.0,0.3029
952,AAPL130607C00520000,AAPL,2013-06-07,call,520.0,A,0.0,,0.01,,15,335,2013-06-04,0.0,0.0,-0.2375,0.0065,0.4637
953,AAPL130607P00520000,AAPL,2013-06-07,put,520.0,A,70.15,,71.2,,9,17,2013-06-04,-1.0,0.0,1.4232,0.0,0.3029
954,AAPL130607C00530000,AAPL,2013-06-07,call,530.0,A,0.0,,0.01,,0,331,2013-06-04,0.0,0.0,-0.0277,0.0008,0.4637
955,AAPL130607P00530000,AAPL,2013-06-07,put,530.0,A,80.2,,81.2,,3,4,2013-06-04,-1.0,0.0,1.4505,0.0,0.3029
956,AAPL130607C00540000,AAPL,2013-06-07,call,540.0,A,0.0,,0.01,,0,995,2013-06-04,0.0,0.0,-0.0026,0.0001,0.4637
957,AAPL130607P00540000,AAPL,2013-06-07,put,540.0,A,90.2,,91.3,,0,0,2013-06-04,-1.0,0.0,1.478,0.0,0.3029
958,AAPL130614C00320000,AAPL,2013-06-14,call,320.0,A,128.45,,130.15,,0,0,2013-06-04,1.0,0.0,-0.8758,0.0,0.3664
959,AAPL130614P00320000,AAPL,2013-06-14,put,320.0,A,0.0,,0.04,,0,0,2013-06-04,0.0,0.0,0.0,0.0,0.3845
960,AAPL130614C00330000,AAPL,2013-06-14,call,330.0,A,118.45,,120.15,,0,0,2013-06-04,1.0,0.0,-0.9033,0.0,0.3664
961,AAPL130614P00330000,AAPL,2013-06-14,put,330.0,A,0.0,,0.07,,0,14,2013-06-04,0.0,0.0,-0.0006,0.0001,0.3845
962,AAPL130614C00340000,AAPL,2013-06-14,call,340.0,A,108.45,,110.15,,0,0,2013-06-04,1.0,0.0,-0.9327,0.0002,0.3664
963,AAPL130614P00340000,AAPL,2013-06-14,put,340.0,A,0.0,,0.05,,10,36,2013-06-04,0.0,0.0,-0.0064,0.0009,0.3845
964,AAPL130614C00350000,AAPL,2013-06-14,call,350.0,A,98.45,,100.2,,0,3,2013-06-04,1.0,0.0,-0.9783,0.0028,0.3664
965,AAPL130614P00350000,AAPL,2013-06-14,put,350.0,A,0.0,,0.11,,0,8,2013-06-04,0.0,0.0,-0.0493,0.0066,0.3845
966,AAPL130614C00360000,AAPL,2013-06-14,call,360.0,A,88.4,,90.2,,0,0,2013-06-04,0.9999,0.0,-1.1283,0.02,0.3664
967,AAPL130614P00360000,AAPL,2013-06-14,put,360.0,A,0.0,,0.08,,21,70,2013-06-04,-0.0001,0.0,-0.2898,0.0386,0.3845
968,AAPL130614C00365000,AAPL,2013-06-14,call,365.0,A,83.65,,85.1,,0,0,2013-06-04,0.9998,0.0,-1.3403,0.0477,0.3664
969,AAPL130614P00365000,AAPL,2013-06-14,put,365.0,A,0.0,,0.16,,0,31,2013-06-04,-0.0003,0.0,-0.6389,0.085,0.3845
970,AAPL130614C00370000,AAPL,2013-06-14,call,370.0,A,79.05,,79.65,,0,8,2013-06-04,0.9996,0.0001,-1.7752,0.1065,0.3664
971,AAPL130614P00370000,AAPL,2013-06-14,put,370.0,A,0.02,,0.08,,0,73,2013-06-04,-0.004,0.0004,-7.7908,0.8572,0.4651
972,AAPL130614C00375000,AAPL,2013-06-14,call,375.0,A,73.7,,75.15,,0,0,2013-06-04,0.9991,0.0001,-2.6247,0.2233,0.3664
973,AAPL130614P00375000,AAPL,2013-06-14,put,375.0,A,0.04,,0.08,,98,67,2013-06-04,-0.0055,0.0005,-9.889,1.1229,0.4507
974,AAPL130614C00380000,AAPL,2013-06-14,call,380.0,A,69.1,,69.7,,0,2,2013-06-04,0.9981,0.0002,-4.1914,0.4402,0.3664
975,AAPL130614P00380000,AAPL,2013-06-14,put,380.0,A,0.06,,0.12,,2,339,2013-06-04,-0.008,0.0007,-13.6511,1.581,0.4419
976,AAPL130614C00385000,AAPL,2013-06-14,call,385.0,A,63.9,,65.25,,0,0,2013-06-04,0.9962,0.0004,-6.9111,0.8182,0.3664
977,AAPL130614P00385000,AAPL,2013-06-14,put,385.0,A,0.11,,0.17,,29,197,2013-06-04,-0.0124,0.001,-19.6803,2.3039,0.4372
978,AAPL130614C00390000,AAPL,2013-06-14,call,390.0,A,59.25,,59.7,,15,0,2013-06-04,0.9928,0.0008,-11.3528,1.4369,0.3664
979,AAPL130614P00390000,AAPL,2013-06-14,put,390.0,A,0.13,,0.2,,6,236,2013-06-04,-0.015,0.0013,-22.0972,2.7274,0.4147
980,AAPL130614C00395000,AAPL,2013-06-14,call,395.0,A,54.3,,54.75,,15,0,2013-06-04,0.9871,0.0013,-18.1796,2.3889,0.3664
981,AAPL130614P00395000,AAPL,2013-06-14,put,395.0,A,0.19,,0.27,,0,298,2013-06-04,-0.0209,0.0017,-28.3612,3.6087,0.4023
982,AAPL130614C00400000,AAPL,2013-06-14,call,400.0,A,49.45,,49.9,,7,189,2013-06-04,0.9734,0.0022,-34.1654,4.4273,0.3824
983,AAPL130614P00400000,AAPL,2013-06-14,put,400.0,A,0.27,,0.32,,240,661,2013-06-04,-0.0273,0.0023,-33.914,4.5154,0.3845
984,AAPL130614C00405000,AAPL,2013-06-14,call,405.0,A,44.55,,44.95,,0,44,2013-06-04,0.9643,0.003,-41.5171,5.6464,0.3664
985,AAPL130614P00405000,AAPL,2013-06-14,put,405.0,A,0.36,,0.43,,106,691,2013-06-04,-0.0366,0.003,-41.4189,5.7531,0.3686
986,AAPL130614C00410000,AAPL,2013-06-14,call,410.0,A,39.55,,40.1,,7,31,2013-06-04,0.9569,0.0038,-44.7502,6.5822,0.3394
987,AAPL130614P00410000,AAPL,2013-06-14,put,410.0,A,0.51,,0.57,,287,1338,2013-06-04,-0.0497,0.004,-51.004,7.3796,0.3539
988,AAPL130614C00415000,AAPL,2013-06-14,call,415.0,A,34.8,,35.25,,2,64,2013-06-04,0.9368,0.0052,-58.7937,8.9181,0.3311
989,AAPL130614P00415000,AAPL,2013-06-14,put,415.0,A,0.69,,0.77,,205,697,2013-06-04,-0.067,0.0053,-61.5453,9.3277,0.3379
990,AAPL130614C00420000,AAPL,2013-06-14,call,420.0,A,30.2,,30.6,,65,110,2013-06-04,0.9061,0.0071,-78.0319,12.0389,0.3271
991,AAPL130614P00420000,AAPL,2013-06-14,put,420.0,A,1.0,,1.11,,504,1241,2013-06-04,-0.094,0.0071,-76.9451,12.0451,0.3272
992,AAPL130614C00425000,AAPL,2013-06-14,call,425.0,A,25.7,,26.1,,15,142,2013-06-04,0.8679,0.0092,-96.9053,15.3663,0.3192
993,AAPL130614P00425000,AAPL,2013-06-14,put,425.0,A,1.48,,1.62,,572,959,2013-06-04,-0.1318,0.0092,-95.4136,15.3376,0.3187
994,AAPL130614C00430000,AAPL,2013-06-14,call,430.0,A,21.4,,21.85,,334,326,2013-06-04,0.8175,0.0118,-117.0607,19.0147,0.3123
995,AAPL130614P00430000,AAPL,2013-06-14,put,430.0,A,2.19,,2.34,,438,1098,2013-06-04,-0.1818,0.0118,-115.2905,18.972,0.3114
996,AAPL130614C00435000,AAPL,2013-06-14,call,435.0,A,17.45,,17.8,,161,352,2013-06-04,0.7538,0.0143,-136.5525,22.6454,0.3064
997,AAPL130614P00435000,AAPL,2013-06-14,put,435.0,A,3.2,,3.4,,579,845,2013-06-04,-0.2463,0.0143,-135.4255,22.6487,0.3065
998,AAPL130614C00440000,AAPL,2013-06-14,call,440.0,A,13.8,,14.15,,725,1345,2013-06-04,0.678,0.0166,-151.8036,25.7597,0.2998
999,AAPL130614P00440000,AAPL,2013-06-14,put,440.0,A,4.6,,4.75,,1051,1654,2013-06-04,-0.3228,0.0166,-151.5581,25.7859,0.3014
1000,AAPL130614C00445000,AAPL,2013-06-14,call,445.0,A,10.65,,10.95,,1626,2056,2013-06-04,0.5904,0.0183,-162.5383,27.9246,0.2964
1001,AAPL130614P00445000,AAPL,2013-06-14,put,445.0,A,6.4,,6.6,,949,959,2013-06-04,-0.4099,0.0182,-162.1159,27.93,0.2978
1002,AAPL130614C00450000,AAPL,2013-06-14,call,450.0,A,7.95,,8.2,,3540,4211,2013-06-04,0.4969,0.019,-164.7462,28.6625,0.2929
1003,AAPL130614P00450000,AAPL,2013-06-14,put,450.0,A,8.65,,8.9,,1350,520,2013-06-04,-0.503,0.0189,-164.2996,28.6626,0.2943
1004,AAPL130614C00455000,AAPL,2013-06-14,call,455.0,A,5.75,,6.0,,1642,2089,2013-06-04,0.4031,0.0185,-158.9038,27.8135,0.2913
1005,AAPL130614P00455000,AAPL,2013-06-14,put,455.0,A,11.4,,11.65,,777,381,2013-06-04,-0.597,0.0185,-157.5419,27.8121,0.2911
1006,AAPL130614C00460000,AAPL,2013-06-14,call,460.0,A,4.0,,4.15,,2272,2368,2013-06-04,0.3133,0.0171,-143.6832,25.4658,0.2878
1007,AAPL130614P00460000,AAPL,2013-06-14,put,460.0,A,14.6,,14.9,,167,375,2013-06-04,-0.6863,0.0171,-142.8008,25.4795,0.2884
1008,AAPL130614C00465000,AAPL,2013-06-14,call,465.0,A,2.65,,2.81,,1344,2461,2013-06-04,0.2333,0.0149,-122.957,21.9906,0.2853
1009,AAPL130614P00465000,AAPL,2013-06-14,put,465.0,A,18.25,,18.6,,30,223,2013-06-04,-0.7654,0.0149,-122.7609,22.0596,0.2869
1010,AAPL130614C00470000,AAPL,2013-06-14,call,470.0,A,1.75,,1.86,,1096,1889,2013-06-04,0.1684,0.0122,-101.1753,18.0683,0.2858
1011,AAPL130614P00470000,AAPL,2013-06-14,put,470.0,A,22.3,,22.65,,116,108,2013-06-04,-0.8311,0.0122,-100.3066,18.1049,0.2864
1012,AAPL130614C00475000,AAPL,2013-06-14,call,475.0,A,1.15,,1.22,,893,1456,2013-06-04,0.1191,0.0095,-80.8884,14.2986,0.2888
1013,AAPL130614P00475000,AAPL,2013-06-14,put,475.0,A,26.7,,27.1,,14,66,2013-06-04,-0.8782,0.0095,-81.7825,14.5256,0.292
1014,AAPL130614C00480000,AAPL,2013-06-14,call,480.0,A,0.72,,0.81,,706,2323,2013-06-04,0.0818,0.0072,-61.9837,10.861,0.2914
1015,AAPL130614P00480000,AAPL,2013-06-14,put,480.0,A,31.25,,31.7,,31,88,2013-06-04,-0.9156,0.0073,-62.9161,11.1211,0.2949
1016,AAPL130614C00485000,AAPL,2013-06-14,call,485.0,A,0.5,,0.55,,378,860,2013-06-04,0.0581,0.0054,-48.9126,8.343,0.2994
1017,AAPL130614P00485000,AAPL,2013-06-14,put,485.0,A,35.95,,36.4,,36,40,2013-06-04,-0.9445,0.0053,-45.1733,8.0444,0.2952
1018,AAPL130614C00490000,AAPL,2013-06-14,call,490.0,A,0.35,,0.41,,227,1062,2013-06-04,0.0427,0.0041,-39.7136,6.5326,0.3105
1019,AAPL130614P00490000,AAPL,2013-06-14,put,490.0,A,40.8,,41.25,,30,16,2013-06-04,-0.962,0.0038,-33.727,5.9445,0.3013
1020,AAPL130614C00495000,AAPL,2013-06-14,call,495.0,A,0.25,,0.31,,86,536,2013-06-04,0.0317,0.0031,-32.2329,5.1197,0.3216
1021,AAPL130614P00495000,AAPL,2013-06-14,put,495.0,A,45.65,,46.15,,5,15,2013-06-04,-0.9764,0.0026,-22.2449,4.0009,0.3013
1022,AAPL130614C00500000,AAPL,2013-06-14,call,500.0,A,0.23,,0.24,,285,1670,2013-06-04,0.0259,0.0025,-28.692,4.3263,0.3388
1023,AAPL130614P00500000,AAPL,2013-06-14,put,500.0,A,50.65,,51.15,,9,31,2013-06-04,-0.9858,0.0017,-13.8944,2.5878,0.3013
1024,AAPL130614C00505000,AAPL,2013-06-14,call,505.0,A,0.13,,0.21,,16,31,2013-06-04,0.0188,0.0018,-22.3903,3.3004,0.3466
1025,AAPL130614P00505000,AAPL,2013-06-14,put,505.0,A,55.55,,56.05,,0,17,2013-06-04,-0.9918,0.001,-8.1161,1.6105,0.3013
1026,AAPL130614C00510000,AAPL,2013-06-14,call,510.0,A,0.1,,0.16,,5,254,2013-06-04,0.0144,0.0014,-18.4326,2.6328,0.3577
1027,AAPL130614P00510000,AAPL,2013-06-14,put,510.0,A,60.55,,61.1,,0,23,2013-06-04,-0.9954,0.0005,-4.2983,0.9655,0.3013
1028,AAPL130614C00515000,AAPL,2013-06-14,call,515.0,A,0.12,,0.13,,35,13,2013-06-04,0.0134,0.0013,-18.3762,2.471,0.38
1029,AAPL130614P00515000,AAPL,2013-06-14,put,515.0,A,65.2,,66.0,,1,4,2013-06-04,-0.9975,0.0004,-1.8828,0.5583,0.3013
1030,AAPL130614C00520000,AAPL,2013-06-14,call,520.0,A,0.07,,0.15,,0,190,2013-06-04,0.0111,0.001,-16.1064,2.0905,0.3937
1031,AAPL130614P00520000,AAPL,2013-06-14,put,520.0,A,69.9,,71.65,,0,0,2013-06-04,-0.9987,0.0002,-0.4147,0.3116,0.3013
1032,AAPL130614C00525000,AAPL,2013-06-14,call,525.0,A,0.06,,0.14,,0,63,2013-06-04,0.0097,0.0009,-14.928,1.8592,0.4103
1033,AAPL130614P00525000,AAPL,2013-06-14,put,525.0,A,74.9,,76.6,,0,0,2013-06-04,-0.9993,0.0001,0.4452,0.1681,0.3013
1034,AAPL130614C00530000,AAPL,2013-06-14,call,530.0,A,0.05,,0.15,,0,155,2013-06-04,0.009,0.0008,-14.6369,1.7399,0.4299
1035,AAPL130614P00530000,AAPL,2013-06-14,put,530.0,A,79.9,,81.6,,0,9,2013-06-04,-0.9997,0.0001,0.9329,0.0878,0.3013
1036,AAPL130614C00535000,AAPL,2013-06-14,call,535.0,A,0.03,,0.08,,35,0,2013-06-04,0.0054,0.0005,-9.238,1.1169,0.4227
1037,AAPL130614P00535000,AAPL,2013-06-14,put,535.0,A,84.9,,86.6,,0,0,2013-06-04,-0.9998,0.0,1.2024,0.0444,0.3013
1038,AAPL130614C00540000,AAPL,2013-06-14,call,540.0,A,0.0,,0.14,,15,97,2013-06-04,0.0036,0.0004,-6.4445,0.7792,0.4227
1039,AAPL130614P00540000,AAPL,2013-06-14,put,540.0,A,89.9,,91.6,,0,0,2013-06-04,-0.9999,0.0,1.3496,0.0218,0.3013
1040,AAPL130622C00200000,AAPL,2013-06-22,call,200.0,A,248.95,,249.95,,0,13,2013-06-04,0.9998,0.0,1.801,0.0,0.3369
1041,AAPL130622P00200000,AAPL,2013-06-22,put,200.0,A,0.0,,0.02,,0,36,2013-06-04,0.0,0.0,0.0,0.0,0.3408
1042,AAPL130622C00205000,AAPL,2013-06-22,call,205.0,A,243.45,,245.15,,0,23,2013-06-04,0.9998,0.0,1.7873,0.0,0.3369
1043,AAPL130622P00205000,AAPL,2013-06-22,put,205.0,A,0.0,,0.03,,0,31,2013-06-04,0.0,0.0,0.0,0.0,0.3408
1044,AAPL130622C00210000,AAPL,2013-06-22,call,210.0,A,238.45,,240.15,,0,26,2013-06-04,0.9998,0.0,1.7736,0.0,0.3369
1045,AAPL130622P00210000,AAPL,2013-06-22,put,210.0,A,0.0,,0.03,,0,10,2013-06-04,0.0,0.0,0.0,0.0,0.3408
1046,AAPL130622C00215000,AAPL,2013-06-22,call,215.0,A,233.45,,235.15,,0,13,2013-06-04,0.9998,0.0,1.7599,0.0,0.3369
1047,AAPL130622P00215000,AAPL,2013-06-22,put,215.0,A,0.0,,0.03,,0,34,2013-06-04,0.0,0.0,0.0,0.0,0.3408
1048,AAPL130622C00220000,AAPL,2013-06-22,call,220.0,A,228.45,,230.15,,0,13,2013-06-04,0.9998,0.0,1.7463,0.0,0.3369
1049,AAPL130622P00220000,AAPL,2013-06-22,put,220.0,A,0.0,,0.03,,0,60,2013-06-04,0.0,0.0,0.0,0.0,0.3408
1050,AAPL130622C00225000,AAPL,2013-06-22,call,225.0,A,223.45,,225.15,,0,0,2013-06-04,0.9998,0.0,1.7326,0.0,0.3369
1051,AAPL130622P00225000,AAPL,2013-06-22,put,225.0,A,0.0,,0.03,,0,221,2013-06-04,0.0,0.0,0.0,0.0,0.3408
1052,AAPL130622C00230000,AAPL,2013-06-22,call,230.0,A,218.45,,220.15,,0,1,2013-06-04,0.9998,0.0,1.7189,0.0,0.3369
1053,AAPL130622P00230000,AAPL,2013-06-22,put,230.0,A,0.0,,0.03,,0,276,2013-06-04,0.0,0.0,0.0,0.0,0.3408
