,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
897,AAPL130607P00380000,AAPL,2013-06-07,put,380.0,A,0.0,,0.03,,212,578,2013-06-05,0.0,0.0,-0.0003,0.0,0.4863
898,AAPL130607C00385000,AAPL,2013-06-07,call,385.0,A,59.35,,60.85,,0,1,2013-06-05,1.0,0.0,-1.0611,0.0001,0.5017
899,AAPL130607P00385000,AAPL,2013-06-07,put,385.0,A,0.01,,0.03,,389,460,2013-06-05,0.0,0.0,-0.0034,0.0001,0.4863
900,AAPL130607C00390000,AAPL,2013-06-07,call,390.0,A,54.55,,55.6,,0,22,2013-06-05,1.0,0.0,-1.119,0.0008,0.5017
901,AAPL130607P00390000,AAPL,2013-06-07,put,390.0,A,0.02,,0.04,,671,1320,2013-06-05,0.0,0.0,-0.0271,0.0004,0.4863
902,AAPL130607C00395000,AAPL,2013-06-07,call,395.0,A,49.85,,50.85,,1,73,2013-06-05,1.0,0.0,-1.3776,0.0043,0.5017
903,AAPL130607P00395000,AAPL,2013-06-07,put,395.0,A,0.0,,0.04,,411,1196,2013-06-05,0.0,0.0,-0.1744,0.0026,0.4863
904,AAPL130607C00400000,AAPL,2013-06-07,call,400.0,A,44.9,,45.8,,56,161,2013-06-05,0.9998,0.0001,-2.4975,0.0204,0.5017
905,AAPL130607P00400000,AAPL,2013-06-07,put,400.0,A,0.02,,0.04,,562,1617,2013-06-05,-0.0001,0.0,-0.9118,0.0137,0.4863
906,AAPL130607C00405000,AAPL,2013-06-07,call,405.0,A,39.9,,40.45,,0,23,2013-06-05,0.9991,0.0002,-6.6073,0.0801,0.5017
907,AAPL130607P00405000,AAPL,2013-06-07,put,405.0,A,0.04,,0.05,,350,830,2013-06-05,-0.0006,0.0002,-3.9012,0.0586,0.4863
908,AAPL130607C00410000,AAPL,2013-06-07,call,410.0,A,34.85,,35.45,,6,650,2013-06-05,0.9968,0.0007,-19.0997,0.2619,0.5017
909,AAPL130607P00410000,AAPL,2013-06-07,put,410.0,A,0.04,,0.05,,560,3231,2013-06-05,-0.0025,0.0005,-13.7591,0.2068,0.4863
910,AAPL130607C00415000,AAPL,2013-06-07,call,415.0,A,29.9,,30.85,,65,151,2013-06-05,0.99,0.002,-50.4676,0.7186,0.5017
911,AAPL130607P00415000,AAPL,2013-06-07,put,415.0,A,0.06,,0.08,,906,2391,2013-06-05,-0.0082,0.0017,-40.2738,0.6052,0.4863
912,AAPL130607C00420000,AAPL,2013-06-07,call,420.0,A,25.0,,25.85,,104,481,2013-06-05,0.9732,0.0046,-115.4666,1.6652,0.5017
913,AAPL130607P00420000,AAPL,2013-06-07,put,420.0,A,0.11,,0.12,,1287,3432,2013-06-05,-0.0233,0.0042,-98.4744,1.4799,0.4863
914,AAPL130607C00425000,AAPL,2013-06-07,call,425.0,A,20.1,,20.5,,223,327,2013-06-05,0.9382,0.009,-226.1836,3.2779,0.5017
915,AAPL130607P00425000,AAPL,2013-06-07,put,425.0,A,0.18,,0.2,,1938,4558,2013-06-05,-0.0395,0.0072,-137.8134,2.2949,0.4389
916,AAPL130607C00430000,AAPL,2013-06-07,call,430.0,A,15.25,,16.15,,607,756,2013-06-05,0.91,0.014,-258.3352,4.3671,0.4304
917,AAPL130607P00430000,AAPL,2013-06-07,put,430.0,A,0.33,,0.35,,4178,5099,2013-06-05,-0.0716,0.0129,-197.8897,3.6748,0.3936
918,AAPL130607C00435000,AAPL,2013-06-07,call,435.0,A,10.7,,11.1,,960,908,2013-06-05,0.8506,0.0234,-317.8168,6.2557,0.37
919,AAPL130607P00435000,AAPL,2013-06-07,put,435.0,A,0.77,,0.8,,7949,7328,2013-06-05,-0.1502,0.0234,-318.7382,6.277,0.3711
920,AAPL130607C00440000,AAPL,2013-06-07,call,440.0,A,6.8,,7.05,,7075,2865,2013-06-05,0.7062,0.0356,-457.1125,9.2647,0.3598
921,AAPL130607P00440000,AAPL,2013-06-07,put,440.0,A,1.78,,1.89,,16563,8138,2013-06-05,-0.295,0.0354,-459.9698,9.2828,0.3623
922,AAPL130607C00445000,AAPL,2013-06-07,call,445.0,A,3.8,,3.95,,19776,4015,2013-06-05,0.5091,0.0417,-522.7076,10.7297,0.3555
923,AAPL130607P00445000,AAPL,2013-06-07,put,445.0,A,3.7,,3.85,,21133,7404,2013-06-05,-0.4909,0.0415,-523.8395,10.7297,0.357
924,AAPL130607C00450000,AAPL,2013-06-07,call,450.0,A,1.82,,1.89,,31646,11931,2013-06-05,0.3083,0.037,-458.1007,9.4681,0.3532
925,AAPL130607P00450000,AAPL,2013-06-07,put,450.0,A,6.7,,6.85,,13947,6942,2013-06-05,-0.6899,0.0368,-462.5882,9.4923,0.3567
926,AAPL130607C00455000,AAPL,2013-06-07,call,455.0,A,0.77,,0.8,,19426,12078,2013-06-05,0.1573,0.025,-317.0544,6.4737,0.3575
927,AAPL130607P00455000,AAPL,2013-06-07,put,455.0,A,10.5,,10.9,,2650,3196,2013-06-05,-0.8405,0.025,-321.576,6.533,0.3608
928,AAPL130607C00460000,AAPL,2013-06-07,call,460.0,A,0.34,,0.37,,17197,14042,2013-06-05,0.0777,0.0142,-203.549,3.9117,0.38
929,AAPL130607P00460000,AAPL,2013-06-07,put,460.0,A,14.85,,15.45,,637,1318,2013-06-05,-0.8722,0.0164,-362.8524,5.6241,0.4728
930,AAPL130607C00465000,AAPL,2013-06-07,call,465.0,A,0.17,,0.18,,8854,10903,2013-06-05,0.0398,0.0078,-129.6058,2.3102,0.4097
931,AAPL130607P00465000,AAPL,2013-06-07,put,465.0,A,19.65,,20.25,,221,408,2013-06-05,-0.9255,0.0106,-255.9251,3.7879,0.4959
932,AAPL130607C00470000,AAPL,2013-06-07,call,470.0,A,0.11,,0.12,,4495,10349,2013-06-05,0.0251,0.0047,-98.6669,1.5786,0.4565
933,AAPL130607P00470000,AAPL,2013-06-07,put,470.0,A,24.6,,25.2,,298,496,2013-06-05,-0.9641,0.0059,-142.9023,2.1236,0.4959
934,AAPL130607C00475000,AAPL,2013-06-07,call,475.0,A,0.08,,0.09,,1673,4882,2013-06-05,0.0174,0.0032,-80.3396,1.1597,0.506
935,AAPL130607P00475000,AAPL,2013-06-07,put,475.0,A,29.75,,30.15,,154,224,2013-06-05,-0.9843,0.0028,-70.4517,1.0568,0.4959
936,AAPL130607C00480000,AAPL,2013-06-07,call,480.0,A,0.05,,0.06,,1898,5043,2013-06-05,0.0111,0.002,-58.2601,0.7851,0.542
937,AAPL130607P00480000,AAPL,2013-06-07,put,480.0,A,34.7,,35.15,,15,85,2013-06-05,-0.9938,0.0013,-30.5005,0.4686,0.4959
938,AAPL130607C00485000,AAPL,2013-06-07,call,485.0,A,0.03,,0.05,,586,2290,2013-06-05,0.0077,0.0014,-45.352,0.5695,0.5817
939,AAPL130607P00485000,AAPL,2013-06-07,put,485.0,A,39.6,,40.5,,0,53,2013-06-05,-0.9978,0.0005,-11.2875,0.1858,0.4959
940,AAPL130607C00490000,AAPL,2013-06-07,call,490.0,A,0.01,,0.04,,522,1793,2013-06-05,0.0043,0.0008,-27.8505,0.3388,0.6005
941,AAPL130607P00490000,AAPL,2013-06-07,put,490.0,A,44.6,,45.45,,0,71,2013-06-05,-0.9993,0.0002,-3.1479,0.0661,0.4959
942,AAPL130607C00495000,AAPL,2013-06-07,call,495.0,A,0.01,,0.03,,237,2078,2013-06-05,0.0018,0.0004,-12.837,0.1562,0.6005
943,AAPL130607P00495000,AAPL,2013-06-07,put,495.0,A,49.6,,50.45,,0,16,2013-06-05,-0.9998,0.0001,-0.0836,0.0212,0.4959
944,AAPL130607C00500000,AAPL,2013-06-07,call,500.0,A,0.01,,0.02,,225,1786,2013-06-05,0.0007,0.0002,-5.5209,0.0672,0.6005
945,AAPL130607P00500000,AAPL,2013-06-07,put,500.0,A,54.6,,55.5,,0,21,2013-06-05,-0.9999,0.0,0.9521,0.0061,0.4959
946,AAPL130607C00505000,AAPL,2013-06-07,call,505.0,A,0.0,,0.01,,127,130,2013-06-05,0.0002,0.0001,-2.2202,0.027,0.6005
947,AAPL130607P00505000,AAPL,2013-06-07,put,505.0,A,59.2,,60.6,,0,0,2013-06-05,-1.0,0.0,1.2729,0.0016,0.4959
948,AAPL130607C00510000,AAPL,2013-06-07,call,510.0,A,0.0,,0.01,,42,735,2013-06-05,0.0001,0.0,-0.8366,0.0102,0.6005
949,AAPL130607P00510000,AAPL,2013-06-07,put,510.0,A,64.7,,65.5,,4,5,2013-06-05,-1.0,0.0,1.3697,0.0004,0.4959
950,AAPL130607C00515000,AAPL,2013-06-07,call,515.0,A,0.0,,0.01,,12,40,2013-06-05,0.0,0.0,-0.2959,0.0036,0.6005
951,AAPL130607P00515000,AAPL,2013-06-07,put,515.0,A,69.6,,70.5,,0,2,2013-06-05,-1.0,0.0,1.4039,0.0001,0.4959
952,AAPL130607C00520000,AAPL,2013-06-07,call,520.0,A,0.0,,0.01,,0,335,2013-06-05,0.0,0.0,-0.0985,0.0011,0.6005
953,AAPL130607P00520000,AAPL,2013-06-07,put,520.0,A,74.65,,75.5,,0,2,2013-06-05,-1.0,0.0,1.4221,0.0,0.4959
954,AAPL130607C00530000,AAPL,2013-06-07,call,530.0,A,0.0,,0.01,,0,331,2013-06-05,0.0,0.0,-0.0091,0.0001,0.6005
955,AAPL130607P00530000,AAPL,2013-06-07,put,530.0,A,84.6,,85.5,,0,1,2013-06-05,-1.0,0.0,1.4505,0.0,0.4959
956,AAPL130607C00540000,AAPL,2013-06-07,call,540.0,A,0.0,,0.01,,0,995,2013-06-05,0.0,0.0,-0.0007,0.0,0.6005
957,AAPL130607P00540000,AAPL,2013-06-07,put,540.0,A,94.6,,95.5,,0,0,2013-06-05,-1.0,0.0,1.478,0.0,0.4959
958,AAPL130614C00320000,AAPL,2013-06-14,call,320.0,A,124.45,,125.85,,0,0,2013-06-05,0.9999,0.0,0.4971,0.0,0.3768
959,AAPL130614P00320000,AAPL,2013-06-14,put,320.0,A,0.0,,0.04,,0,0,2013-06-05,0.0,0.0,-0.0001,0.0,0.4005
960,AAPL130614C00330000,AAPL,2013-06-14,call,330.0,A,114.45,,115.85,,0,0,2013-06-05,0.9999,0.0,0.4696,0.0,0.3768
961,AAPL130614P00330000,AAPL,2013-06-14,put,330.0,A,0.0,,0.07,,0,14,2013-06-05,0.0,0.0,-0.001,0.0001,0.4005
962,AAPL130614C00340000,AAPL,2013-06-14,call,340.0,A,104.45,,105.85,,0,0,2013-06-05,0.9999,0.0,0.4397,0.0002,0.3768
963,AAPL130614P00340000,AAPL,2013-06-14,put,340.0,A,0.0,,0.05,,10,46,2013-06-05,0.0,0.0,-0.0103,0.0011,0.4005
964,AAPL130614C00350000,AAPL,2013-06-14,call,350.0,A,94.45,,95.9,,0,3,2013-06-05,0.9999,0.0,0.3886,0.0032,0.3768
965,AAPL130614P00350000,AAPL,2013-06-14,put,350.0,A,0.0,,0.05,,0,8,2013-06-05,0.0,0.0,-0.0782,0.0089,0.4005
966,AAPL130614C00360000,AAPL,2013-06-14,call,360.0,A,84.55,,85.75,,0,0,2013-06-05,0.9998,0.0,0.1961,0.0231,0.3768
967,AAPL130614P00360000,AAPL,2013-06-14,put,360.0,A,0.01,,0.11,,0,91,2013-06-05,-0.0002,0.0,-0.452,0.0515,0.4005
968,AAPL130614C00365000,AAPL,2013-06-14,call,365.0,A,79.55,,80.75,,0,0,2013-06-05,0.9997,0.0,-0.088,0.056,0.3768
969,AAPL130614P00365000,AAPL,2013-06-14,put,365.0,A,0.01,,0.41,,0,31,2013-06-05,-0.0005,0.0001,-0.9863,0.1124,0.4005
970,AAPL130614C00370000,AAPL,2013-06-14,call,370.0,A,74.9,,75.5,,0,8,2013-06-05,0.9994,0.0001,-0.6793,0.126,0.3768
971,AAPL130614P00370000,AAPL,2013-06-14,put,370.0,A,0.06,,0.11,,6,73,2013-06-05,-0.001,0.0001,-2.0236,0.2307,0.4005
972,AAPL130614C00375000,AAPL,2013-06-14,call,375.0,A,69.55,,70.8,,0,0,2013-06-05,0.9987,0.0002,-1.8415,0.2651,0.3768
973,AAPL130614P00375000,AAPL,2013-06-14,put,375.0,A,0.02,,0.1,,13,163,2013-06-05,-0.0021,0.0002,-3.9133,0.4461,0.4005
974,AAPL130614C00380000,AAPL,2013-06-14,call,380.0,A,64.95,,65.5,,0,2,2013-06-05,0.9974,0.0002,-3.9857,0.5233,0.3768
975,AAPL130614P00380000,AAPL,2013-06-14,put,380.0,A,0.09,,0.14,,25,340,2013-06-05,-0.0041,0.0004,-7.1487,0.8149,0.4005
976,AAPL130614C00385000,AAPL,2013-06-14,call,385.0,A,59.5,,60.55,,0,0,2013-06-05,0.9949,0.0005,-7.6921,0.9708,0.3768
977,AAPL130614P00385000,AAPL,2013-06-14,put,385.0,A,0.09,,0.18,,0,224,2013-06-05,-0.0076,0.0008,-12.3621,1.4093,0.4005
978,AAPL130614C00390000,AAPL,2013-06-14,call,390.0,A,55.05,,55.5,,4,15,2013-06-05,0.9905,0.001,-13.6952,1.6965,0.3768
979,AAPL130614P00390000,AAPL,2013-06-14,put,390.0,A,0.15,,0.21,,18,242,2013-06-05,-0.0134,0.0013,-20.2775,2.3117,0.4005
980,AAPL130614C00395000,AAPL,2013-06-14,call,395.0,A,50.1,,50.55,,11,15,2013-06-05,0.9832,0.0016,-22.8089,2.7992,0.3768
981,AAPL130614P00395000,AAPL,2013-06-14,put,395.0,A,0.18,,0.29,,65,298,2013-06-05,-0.0225,0.002,-31.6104,3.6037,0.4005
982,AAPL130614C00400000,AAPL,2013-06-14,call,400.0,A,45.2,,45.7,,11,190,2013-06-05,0.9716,0.0026,-35.7823,4.3695,0.3768
983,AAPL130614P00400000,AAPL,2013-06-14,put,400.0,A,0.3,,0.33,,84,825,2013-06-05,-0.0307,0.0027,-39.2782,4.6689,0.3841
984,AAPL130614C00405000,AAPL,2013-06-14,call,405.0,A,40.3,,41.2,,0,44,2013-06-05,0.9504,0.0039,-57.9477,6.8891,0.3857
985,AAPL130614P00405000,AAPL,2013-06-14,put,405.0,A,0.38,,0.46,,116,735,2013-06-05,-0.0412,0.0036,-47.5312,5.9358,0.3656
986,AAPL130614C00410000,AAPL,2013-06-14,call,410.0,A,35.45,,35.95,,1,35,2013-06-05,0.944,0.0047,-57.4675,7.579,0.3477
987,AAPL130614P00410000,AAPL,2013-06-14,put,410.0,A,0.52,,0.64,,85,1475,2013-06-05,-0.0566,0.0047,-58.5205,7.6535,0.3491
988,AAPL130614C00415000,AAPL,2013-06-14,call,415.0,A,30.8,,31.65,,20,62,2013-06-05,0.9061,0.0069,-88.3793,11.2636,0.3592
989,AAPL130614P00415000,AAPL,2013-06-14,put,415.0,A,0.77,,0.89,,181,780,2013-06-05,-0.0795,0.0066,-73.0932,9.9556,0.3352
990,AAPL130614C00420000,AAPL,2013-06-14,call,420.0,A,26.25,,26.9,,102,136,2013-06-05,0.8749,0.009,-103.3927,13.8444,0.3417
991,AAPL130614P00420000,AAPL,2013-06-14,put,420.0,A,1.25,,1.34,,482,1431,2013-06-05,-0.1169,0.0089,-95.3348,13.2055,0.3296
992,AAPL130614C00425000,AAPL,2013-06-14,call,425.0,A,21.95,,22.6,,97,148,2013-06-05,0.8257,0.0114,-126.7372,17.2851,0.3353
993,AAPL130614P00425000,AAPL,2013-06-14,put,425.0,A,1.9,,2.01,,551,1017,2013-06-05,-0.1657,0.0115,-118.4758,16.7407,0.3231
994,AAPL130614C00430000,AAPL,2013-06-14,call,430.0,A,17.9,,18.3,,115,410,2013-06-05,0.7681,0.0141,-144.6866,20.5097,0.3225
995,AAPL130614P00430000,AAPL,2013-06-14,put,430.0,A,2.75,,2.97,,577,1242,2013-06-05,-0.2272,0.0142,-140.1529,20.2803,0.3155
996,AAPL130614C00435000,AAPL,2013-06-14,call,435.0,A,14.25,,14.75,,313,375,2013-06-05,0.6907,0.0162,-166.42,23.7014,0.3209
997,AAPL130614P00435000,AAPL,2013-06-14,put,435.0,A,4.15,,4.35,,469,1098,2013-06-05,-0.3063,0.0166,-162.7222,23.5978,0.3148
998,AAPL130614C00440000,AAPL,2013-06-14,call,440.0,A,11.05,,11.35,,796,1496,2013-06-05,0.6049,0.0182,-178.5136,25.8952,0.315
999,AAPL130614P00440000,AAPL,2013-06-14,put,440.0,A,5.9,,6.1,,1074,1779,2013-06-05,-0.394,0.0184,-176.5214,25.8777,0.3114
1000,AAPL130614C00445000,AAPL,2013-06-14,call,445.0,A,8.3,,8.5,,3115,1510,2013-06-05,0.5114,0.0191,-182.6726,26.8184,0.3111
1001,AAPL130614P00445000,AAPL,2013-06-14,put,445.0,A,8.1,,8.45,,4111,1036,2013-06-05,-0.4886,0.0191,-182.4167,26.8184,0.3105
1002,AAPL130614C00450000,AAPL,2013-06-14,call,450.0,A,6.0,,6.25,,2845,4157,2013-06-05,0.4166,0.0188,-177.6663,26.241,0.3093
1003,AAPL130614P00450000,AAPL,2013-06-14,put,450.0,A,10.8,,11.1,,3513,850,2013-06-05,-0.5843,0.0189,-176.2931,26.2293,0.3068
1004,AAPL130614C00455000,AAPL,2013-06-14,call,455.0,A,4.25,,4.35,,1798,2196,2013-06-05,0.3261,0.0174,-162.9617,24.2397,0.3071
1005,AAPL130614P00455000,AAPL,2013-06-14,put,455.0,A,13.95,,14.3,,440,516,2013-06-05,-0.6754,0.0176,-161.2694,24.1896,0.3043
1006,AAPL130614C00460000,AAPL,2013-06-14,call,460.0,A,2.87,,3.0,,3228,2870,2013-06-05,0.246,0.0153,-142.2745,21.189,0.3066
1007,AAPL130614P00460000,AAPL,2013-06-14,put,460.0,A,17.6,,17.95,,253,381,2013-06-05,-0.7562,0.0153,-140.2936,21.0832,0.3037
1008,AAPL130614C00465000,AAPL,2013-06-14,call,465.0,A,1.9,,1.96,,1929,2593,2013-06-05,0.1776,0.0127,-117.0114,17.4999,0.3054
1009,AAPL130614P00465000,AAPL,2013-06-14,put,465.0,A,21.5,,22.0,,82,225,2013-06-05,-0.8261,0.0127,-113.8393,17.2649,0.3009
1010,AAPL130614C00470000,AAPL,2013-06-14,call,470.0,A,1.22,,1.33,,1048,1983,2013-06-05,0.1263,0.01,-94.1779,13.943,0.3085
1011,AAPL130614P00470000,AAPL,2013-06-14,put,470.0,A,25.95,,26.35,,45,192,2013-06-05,-0.8752,0.01,-92.8952,13.8254,0.3066
1012,AAPL130614C00475000,AAPL,2013-06-14,call,475.0,A,0.82,,0.87,,1039,1920,2013-06-05,0.0885,0.0076,-73.9793,10.7879,0.3132
1013,AAPL130614P00475000,AAPL,2013-06-14,put,475.0,A,30.5,,30.95,,82,77,2013-06-05,-0.9132,0.0076,-72.3519,10.6248,0.3106
1014,AAPL130614C00480000,AAPL,2013-06-14,call,480.0,A,0.55,,0.6,,997,2470,2013-06-05,0.0626,0.0057,-58.1533,8.2815,0.3207
1015,AAPL130614P00480000,AAPL,2013-06-14,put,480.0,A,35.05,,35.7,,17,100,2013-06-05,-0.95,0.0051,-45.5241,6.933,0.2995
1016,AAPL130614C00485000,AAPL,2013-06-14,call,485.0,A,0.37,,0.39,,307,904,2013-06-05,0.0433,0.0042,-44.2207,6.1798,0.3268
1017,AAPL130614P00485000,AAPL,2013-06-14,put,485.0,A,40.0,,40.55,,1,70,2013-06-05,-0.9622,0.0039,-38.2335,5.5296,0.3154
1018,AAPL130614C00490000,AAPL,2013-06-14,call,490.0,A,0.28,,0.33,,198,905,2013-06-05,0.0343,0.0033,-38.579,5.1158,0.3444
1019,AAPL130614P00490000,AAPL,2013-06-14,put,490.0,A,44.7,,45.4,,17,46,2013-06-05,-0.9768,0.0026,-25.4859,3.6857,0.3154
1020,AAPL130614C00495000,AAPL,2013-06-14,call,495.0,A,0.21,,0.25,,14,605,2013-06-05,0.0257,0.0025,-31.3937,4.026,0.3561
1021,AAPL130614P00495000,AAPL,2013-06-14,put,495.0,A,49.7,,50.3,,33,20,2013-06-05,-0.9862,0.0017,-16.2948,2.3567,0.3154
1022,AAPL130614C00500000,AAPL,2013-06-14,call,500.0,A,0.19,,0.24,,147,1795,2013-06-05,0.0229,0.0021,-30.3717,3.651,0.3799
1023,AAPL130614P00500000,AAPL,2013-06-14,put,500.0,A,54.65,,55.3,,7,36,2013-06-05,-0.9921,0.001,-10.0024,1.4476,0.3154
1024,AAPL130614C00505000,AAPL,2013-06-14,call,505.0,A,0.12,,0.18,,7,41,2013-06-05,0.0162,0.0016,-23.095,2.7345,0.3857
1025,AAPL130614P00505000,AAPL,2013-06-14,put,505.0,A,59.6,,60.25,,1,17,2013-06-05,-0.9956,0.0005,-5.8974,0.8552,0.3154
1026,AAPL130614C00510000,AAPL,2013-06-14,call,510.0,A,0.11,,0.13,,21,256,2013-06-05,0.0131,0.0013,-19.8029,2.2631,0.3996
1027,AAPL130614P00510000,AAPL,2013-06-14,put,510.0,A,64.7,,65.35,,3,23,2013-06-05,-0.9976,0.0002,-3.3373,0.4865,0.3154
1028,AAPL130614C00515000,AAPL,2013-06-14,call,515.0,A,0.08,,0.1,,95,47,2013-06-05,0.0099,0.001,-15.9722,1.783,0.4091
1029,AAPL130614P00515000,AAPL,2013-06-14,put,515.0,A,69.7,,70.55,,0,5,2013-06-05,-0.9987,0.0002,-1.8062,0.2668,0.3154
1030,AAPL130614C00520000,AAPL,2013-06-14,call,520.0,A,0.06,,0.1,,10,190,2013-06-05,0.0084,0.0008,-14.3465,1.5419,0.4249
1031,AAPL130614P00520000,AAPL,2013-06-14,put,520.0,A,74.2,,75.6,,0,0,2013-06-05,-0.9993,0.0001,-0.9252,0.1412,0.3154
1032,AAPL130614C00525000,AAPL,2013-06-14,call,525.0,A,0.05,,0.11,,0,63,2013-06-05,0.0078,0.0007,-14.1534,1.4492,0.446
1033,AAPL130614P00525000,AAPL,2013-06-14,put,525.0,A,79.2,,80.6,,0,0,2013-06-05,-0.9996,0.0001,-0.4349,0.0722,0.3154
1034,AAPL130614C00530000,AAPL,2013-06-14,call,530.0,A,0.03,,0.12,,0,155,2013-06-05,0.0066,0.0005,-12.4619,1.2387,0.4594
1035,AAPL130614P00530000,AAPL,2013-06-14,put,530.0,A,84.2,,85.6,,0,9,2013-06-05,-0.9998,0.0,-0.1691,0.0357,0.3154
1036,AAPL130614C00535000,AAPL,2013-06-14,call,535.0,A,0.0,,0.14,,0,35,2013-06-05,0.0062,0.0005,-12.408,1.1802,0.4801
1037,AAPL130614P00535000,AAPL,2013-06-14,put,535.0,A,89.15,,90.55,,0,0,2013-06-05,-0.9999,0.0,-0.0268,0.0171,0.3154
1038,AAPL130614C00540000,AAPL,2013-06-14,call,540.0,A,0.0,,0.04,,54,112,2013-06-05,0.0061,0.0005,-12.7552,1.1589,0.5026
1039,AAPL130614P00540000,AAPL,2013-06-14,put,540.0,A,94.2,,95.6,,0,0,2013-06-05,-0.9999,0.0,0.0502,0.0079,0.3154
1040,AAPL130622C00200000,AAPL,2013-06-22,call,200.0,A,244.55,,245.65,,0,13,2013-06-05,0.9998,0.0,1.8211,0.0,0.3474
1041,AAPL130622P00200000,AAPL,2013-06-22,put,200.0,A,0.0,,0.02,,0,36,2013-06-05,0.0,0.0,0.0,0.0,0.3413
1042,AAPL130622C00205000,AAPL,2013-06-22,call,205.0,A,239.45,,240.85,,0,23,2013-06-05,0.9998,0.0,1.8075,0.0,0.3474
1043,AAPL130622P00205000,AAPL,2013-06-22,put,205.0,A,0.0,,0.03,,0,31,2013-06-05,0.0,0.0,0.0,0.0,0.3413
1044,AAPL130622C00210000,AAPL,2013-06-22,call,210.0,A,234.45,,235.85,,0,26,2013-06-05,0.9998,0.0,1.7938,0.0,0.3474
1045,AAPL130622P00210000,AAPL,2013-06-22,put,210.0,A,0.0,,0.03,,0,10,2013-06-05,0.0,0.0,0.0,0.0,0.3413
1046,AAPL130622C00215000,AAPL,2013-06-22,call,215.0,A,229.45,,230.85,,0,13,2013-06-05,0.9998,0.0,1.7801,0.0,0.3474
1047,AAPL130622P00215000,AAPL,2013-06-22,put,215.0,A,0.0,,0.03,,0,34,2013-06-05,0.0,0.0,0.0,0.0,0.3413
1048,AAPL130622C00220000,AAPL,2013-06-22,call,220.0,A,224.45,,225.85,,0,13,2013-06-05,0.9998,0.0,1.7664,0.0,0.3474
1049,AAPL130622P00220000,AAPL,2013-06-22,put,220.0,A,0.0,,0.03,,0,60,2013-06-05,0.0,0.0,0.0,0.0,0.3413
1050,AAPL130622C00225000,AAPL,2013-06-22,call,225.0,A,219.4,,220.85,,0,0,2013-06-05,0.9998,0.0,1.7527,0.0,0.3474
1051,AAPL130622P00225000,AAPL,2013-06-22,put,225.0,A,0.0,,0.03,,0,221,2013-06-05,0.0,0.0,0.0,0.0,0.3413
1052,AAPL130622C00230000,AAPL,2013-06-22,call,230.0,A,214.4,,215.85,,0,1,2013-06-05,0.9998,0.0,1.739,0.0,0.3474
1053,AAPL130622P00230000,AAPL,2013-06-22,put,230.0,A,0.0,,0.03,,0,276,2013-06-05,0.0,0.0,0.0,0.0,0.3413
