,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
938,AAPL130614C00495000,AAPL,2013-06-14,call,495.0,A,0.02,,0.04,,2897,830,2013-06-10,0.0004,0.0001,-1.1666,0.0573,0.3716
939,AAPL130614P00495000,AAPL,2013-06-14,put,495.0,A,56.0,,56.8,,5,53,2013-06-10,-1.0,0.0,1.2594,0.0056,0.3133
940,AAPL130614C00500000,AAPL,2013-06-14,call,500.0,A,0.02,,0.03,,1070,2544,2013-06-10,0.0001,0.0,-0.4319,0.0212,0.3716
941,AAPL130614P00500000,AAPL,2013-06-14,put,500.0,A,60.85,,61.45,,50,49,2013-06-10,-1.0,0.0,1.3449,0.0014,0.3133
942,AAPL130614C00505000,AAPL,2013-06-14,call,505.0,A,0.01,,0.04,,419,1305,2013-06-10,0.0,0.0,-0.1492,0.0073,0.3716
943,AAPL130614P00505000,AAPL,2013-06-14,put,505.0,A,65.8,,66.85,,0,17,2013-06-10,-1.0,0.0,1.3769,0.0002,0.3133
944,AAPL130614C00510000,AAPL,2013-06-14,call,510.0,A,0.01,,0.03,,122,1293,2013-06-10,0.0,0.0,-0.0482,0.0023,0.3716
945,AAPL130614P00510000,AAPL,2013-06-14,put,510.0,A,71.0,,71.85,,0,28,2013-06-10,-1.0,0.0,1.3948,0.0001,0.3133
946,AAPL130614C00515000,AAPL,2013-06-14,call,515.0,A,0.01,,0.04,,314,927,2013-06-10,0.0,0.0,-0.0146,0.0007,0.3716
947,AAPL130614P00515000,AAPL,2013-06-14,put,515.0,A,76.0,,76.8,,0,7,2013-06-10,-1.0,0.0,1.4093,0.0,0.3133
948,AAPL130614C00520000,AAPL,2013-06-14,call,520.0,A,0.0,,0.02,,147,371,2013-06-10,0.0,0.0,-0.0042,0.0002,0.3716
949,AAPL130614P00520000,AAPL,2013-06-14,put,520.0,A,80.45,,81.95,,0,0,2013-06-10,-1.0,0.0,1.4232,0.0,0.3133
950,AAPL130614C00525000,AAPL,2013-06-14,call,525.0,A,0.0,,0.03,,0,63,2013-06-10,0.0,0.0,-0.0011,0.0001,0.3716
951,AAPL130614P00525000,AAPL,2013-06-14,put,525.0,A,85.8,,86.85,,0,0,2013-06-10,-1.0,0.0,1.4369,0.0,0.3133
952,AAPL130614C00530000,AAPL,2013-06-14,call,530.0,A,0.0,,0.03,,10,257,2013-06-10,0.0,0.0,-0.0003,0.0,0.3716
953,AAPL130614P00530000,AAPL,2013-06-14,put,530.0,A,90.45,,91.95,,0,9,2013-06-10,-1.0,0.0,1.4505,0.0,0.3133
954,AAPL130614C00535000,AAPL,2013-06-14,call,535.0,A,0.0,,0.03,,0,51,2013-06-10,0.0,0.0,-0.0001,0.0,0.3716
955,AAPL130614P00535000,AAPL,2013-06-14,put,535.0,A,95.45,,96.95,,0,0,2013-06-10,-1.0,0.0,1.4643,0.0,0.3133
956,AAPL130614C00540000,AAPL,2013-06-14,call,540.0,A,0.0,,0.02,,28,621,2013-06-10,0.0,0.0,0.0,0.0,0.3716
957,AAPL130614P00540000,AAPL,2013-06-14,put,540.0,A,100.45,,101.95,,0,0,2013-06-10,-1.0,0.0,1.4779,0.0,0.3133
958,AAPL130622C00200000,AAPL,2013-06-22,call,200.0,A,238.45,,239.05,,34,148,2013-06-10,0.9998,0.0,1.8297,0.0,0.3258
959,AAPL130622P00200000,AAPL,2013-06-22,put,200.0,A,0.0,,0.01,,0,36,2013-06-10,0.0,0.0,0.0,0.0,0.3473
960,AAPL130622C00205000,AAPL,2013-06-22,call,205.0,A,233.4,,234.25,,0,23,2013-06-10,0.9998,0.0,1.816,0.0,0.3258
961,AAPL130622P00205000,AAPL,2013-06-22,put,205.0,A,0.0,,0.03,,0,31,2013-06-10,0.0,0.0,0.0,0.0,0.3473
962,AAPL130622C00210000,AAPL,2013-06-22,call,210.0,A,228.4,,229.15,,0,26,2013-06-10,0.9998,0.0,1.8023,0.0,0.3258
963,AAPL130622P00210000,AAPL,2013-06-22,put,210.0,A,0.0,,0.03,,0,10,2013-06-10,0.0,0.0,0.0,0.0,0.3473
964,AAPL130622C00215000,AAPL,2013-06-22,call,215.0,A,223.35,,224.15,,0,13,2013-06-10,0.9998,0.0,1.7886,0.0,0.3258
965,AAPL130622P00215000,AAPL,2013-06-22,put,215.0,A,0.0,,0.03,,0,34,2013-06-10,0.0,0.0,0.0,0.0,0.3473
966,AAPL130622C00220000,AAPL,2013-06-22,call,220.0,A,218.4,,219.25,,0,13,2013-06-10,0.9998,0.0,1.7749,0.0,0.3258
967,AAPL130622P00220000,AAPL,2013-06-22,put,220.0,A,0.0,,0.03,,0,60,2013-06-10,0.0,0.0,0.0,0.0,0.3473
968,AAPL130622C00225000,AAPL,2013-06-22,call,225.0,A,213.1,,214.55,,0,0,2013-06-10,0.9998,0.0,1.7613,0.0,0.3258
969,AAPL130622P00225000,AAPL,2013-06-22,put,225.0,A,0.0,,0.03,,0,221,2013-06-10,0.0,0.0,0.0,0.0,0.3473
970,AAPL130622C00230000,AAPL,2013-06-22,call,230.0,A,208.1,,209.55,,0,1,2013-06-10,0.9998,0.0,1.7476,0.0,0.3258
971,AAPL130622P00230000,AAPL,2013-06-22,put,230.0,A,0.0,,0.03,,0,276,2013-06-10,0.0,0.0,0.0,0.0,0.3473
972,AAPL130622C00235000,AAPL,2013-06-22,call,235.0,A,203.1,,204.55,,0,17,2013-06-10,0.9998,0.0,1.7339,0.0,0.3258
973,AAPL130622P00235000,AAPL,2013-06-22,put,235.0,A,0.0,,0.03,,0,729,2013-06-10,0.0,0.0,0.0,0.0,0.3473
974,AAPL130622C00240000,AAPL,2013-06-22,call,240.0,A,198.35,,199.2,,0,1,2013-06-10,0.9998,0.0,1.7202,0.0,0.3258
975,AAPL130622P00240000,AAPL,2013-06-22,put,240.0,A,0.0,,0.03,,0,265,2013-06-10,0.0,0.0,0.0,0.0,0.3473
976,AAPL130622C00245000,AAPL,2013-06-22,call,245.0,A,193.1,,194.55,,0,0,2013-06-10,0.9998,0.0,1.7065,0.0,0.3258
977,AAPL130622P00245000,AAPL,2013-06-22,put,245.0,A,0.0,,0.03,,0,190,2013-06-10,0.0,0.0,0.0,0.0,0.3473
978,AAPL130622C00250000,AAPL,2013-06-22,call,250.0,A,188.35,,189.25,,0,13,2013-06-10,0.9998,0.0,1.6928,0.0,0.3258
979,AAPL130622P00250000,AAPL,2013-06-22,put,250.0,A,0.0,,0.02,,0,516,2013-06-10,0.0,0.0,0.0,0.0,0.3473
980,AAPL130622C00255000,AAPL,2013-06-22,call,255.0,A,183.45,,184.2,,0,17,2013-06-10,0.9998,0.0,1.6791,0.0,0.3258
981,AAPL130622P00255000,AAPL,2013-06-22,put,255.0,A,0.0,,0.03,,0,343,2013-06-10,0.0,0.0,0.0,0.0,0.3473
982,AAPL130622C00260000,AAPL,2013-06-22,call,260.0,A,178.1,,179.6,,0,0,2013-06-10,0.9998,0.0,1.6655,0.0,0.3258
983,AAPL130622P00260000,AAPL,2013-06-22,put,260.0,A,0.0,,0.03,,0,158,2013-06-10,0.0,0.0,0.0,0.0,0.3473
984,AAPL130622C00265000,AAPL,2013-06-22,call,265.0,A,173.1,,174.6,,0,2,2013-06-10,0.9998,0.0,1.6518,0.0,0.3258
985,AAPL130622P00265000,AAPL,2013-06-22,put,265.0,A,0.0,,0.03,,0,280,2013-06-10,0.0,0.0,0.0,0.0,0.3473
986,AAPL130622C00270000,AAPL,2013-06-22,call,270.0,A,168.1,,169.6,,0,0,2013-06-10,0.9998,0.0,1.638,0.0,0.3258
987,AAPL130622P00270000,AAPL,2013-06-22,put,270.0,A,0.0,,0.03,,0,389,2013-06-10,0.0,0.0,0.0,0.0,0.3473
988,AAPL130622C00275000,AAPL,2013-06-22,call,275.0,A,163.1,,164.6,,0,0,2013-06-10,0.9998,0.0,1.6244,0.0,0.3258
989,AAPL130622P00275000,AAPL,2013-06-22,put,275.0,A,0.0,,0.03,,0,371,2013-06-10,0.0,0.0,0.0,0.0,0.3473
990,AAPL130622C00280000,AAPL,2013-06-22,call,280.0,A,158.1,,159.6,,0,0,2013-06-10,0.9998,0.0,1.6107,0.0,0.3258
991,AAPL130622P00280000,AAPL,2013-06-22,put,280.0,A,0.0,,0.03,,0,522,2013-06-10,0.0,0.0,0.0,0.0,0.3473
992,AAPL130622C00285000,AAPL,2013-06-22,call,285.0,A,153.4,,154.2,,0,23,2013-06-10,0.9998,0.0,1.597,0.0,0.3258
993,AAPL130622P00285000,AAPL,2013-06-22,put,285.0,A,0.0,,0.03,,0,742,2013-06-10,0.0,0.0,0.0,0.0,0.3473
994,AAPL130622C00290000,AAPL,2013-06-22,call,290.0,A,148.1,,149.6,,0,2,2013-06-10,0.9998,0.0,1.5834,0.0,0.3258
995,AAPL130622P00290000,AAPL,2013-06-22,put,290.0,A,0.0,,0.03,,0,996,2013-06-10,0.0,0.0,0.0,0.0,0.3473
996,AAPL130622C00295000,AAPL,2013-06-22,call,295.0,A,143.1,,144.6,,0,0,2013-06-10,0.9998,0.0,1.5697,0.0,0.3258
997,AAPL130622P00295000,AAPL,2013-06-22,put,295.0,A,0.0,,0.03,,0,1120,2013-06-10,0.0,0.0,0.0,0.0,0.3473
998,AAPL130622C00300000,AAPL,2013-06-22,call,300.0,A,138.45,,139.35,,2,124,2013-06-10,0.9998,0.0,1.556,0.0,0.3258
999,AAPL130622P00300000,AAPL,2013-06-22,put,300.0,A,0.0,,0.02,,0,2225,2013-06-10,0.0,0.0,0.0,0.0,0.3473
1000,AAPL130622C00305000,AAPL,2013-06-22,call,305.0,A,133.45,,134.2,,0,5,2013-06-10,0.9998,0.0,1.5423,0.0,0.3258
1001,AAPL130622P00305000,AAPL,2013-06-22,put,305.0,A,0.0,,0.04,,0,899,2013-06-10,0.0,0.0,0.0,0.0,0.3473
1002,AAPL130622C00310000,AAPL,2013-06-22,call,310.0,A,128.4,,129.2,,0,0,2013-06-10,0.9998,0.0,1.5286,0.0,0.3258
1003,AAPL130622P00310000,AAPL,2013-06-22,put,310.0,A,0.0,,0.04,,0,727,2013-06-10,0.0,0.0,0.0,0.0,0.3473
1004,AAPL130622C00315000,AAPL,2013-06-22,call,315.0,A,123.1,,124.6,,0,0,2013-06-10,0.9998,0.0,1.5149,0.0,0.3258
1005,AAPL130622P00315000,AAPL,2013-06-22,put,315.0,A,0.01,,0.04,,150,744,2013-06-10,0.0,0.0,-0.0001,0.0,0.3473
1006,AAPL130622C00320000,AAPL,2013-06-22,call,320.0,A,118.1,,119.6,,0,7,2013-06-10,0.9998,0.0,1.5012,0.0,0.3258
1007,AAPL130622P00320000,AAPL,2013-06-22,put,320.0,A,0.0,,0.04,,2,877,2013-06-10,0.0,0.0,-0.0002,0.0,0.3473
1008,AAPL130622C00325000,AAPL,2013-06-22,call,325.0,A,113.5,,114.25,,0,3,2013-06-10,0.9998,0.0,1.4874,0.0,0.3258
1009,AAPL130622P00325000,AAPL,2013-06-22,put,325.0,A,0.01,,0.04,,3,856,2013-06-10,0.0,0.0,-0.0009,0.0002,0.3473
1010,AAPL130622C00330000,AAPL,2013-06-22,call,330.0,A,108.45,,109.4,,1,26,2013-06-10,0.9998,0.0,1.4733,0.0001,0.3258
1011,AAPL130622P00330000,AAPL,2013-06-22,put,330.0,A,0.01,,0.05,,270,1011,2013-06-10,0.0,0.0,-0.0029,0.0005,0.3473
1012,AAPL130622C00335000,AAPL,2013-06-22,call,335.0,A,103.1,,104.6,,0,2,2013-06-10,0.9998,0.0,1.458,0.0004,0.3258
1013,AAPL130622P00335000,AAPL,2013-06-22,put,335.0,A,0.02,,0.05,,23,618,2013-06-10,0.0,0.0,-0.0089,0.0016,0.3473
1014,AAPL130622C00340000,AAPL,2013-06-22,call,340.0,A,98.45,,99.3,,0,15,2013-06-10,0.9998,0.0,1.4392,0.0014,0.3258
1015,AAPL130622P00340000,AAPL,2013-06-22,put,340.0,A,0.0,,0.05,,101,1435,2013-06-10,0.0,0.0,-0.0254,0.0045,0.3473
1016,AAPL130622C00345000,AAPL,2013-06-22,call,345.0,A,93.4,,94.45,,0,26,2013-06-10,0.9998,0.0,1.4108,0.0042,0.3258
1017,AAPL130622P00345000,AAPL,2013-06-22,put,345.0,A,0.04,,0.06,,2,1431,2013-06-10,0.0,0.0,-0.0672,0.012,0.3473
1018,AAPL130622C00350000,AAPL,2013-06-22,call,350.0,A,88.6,,89.5,,88,205,2013-06-10,0.9998,0.0,1.3577,0.0117,0.3258
1019,AAPL130622P00350000,AAPL,2013-06-22,put,350.0,A,0.04,,0.07,,108,3745,2013-06-10,-0.0001,0.0,-0.1661,0.0297,0.3473
1020,AAPL130622C00355000,AAPL,2013-06-22,call,355.0,A,83.55,,84.4,,0,37,2013-06-10,0.9997,0.0,1.2467,0.0302,0.3258
1021,AAPL130622P00355000,AAPL,2013-06-22,put,355.0,A,0.0,,0.08,,31,1010,2013-06-10,-0.0002,0.0,-0.3836,0.0685,0.3473
1022,AAPL130622C00360000,AAPL,2013-06-22,call,360.0,A,78.65,,79.55,,0,54,2013-06-10,0.9996,0.0,1.0101,0.0727,0.3258
1023,AAPL130622P00360000,AAPL,2013-06-22,put,360.0,A,0.05,,0.09,,33,2459,2013-06-10,-0.0005,0.0001,-0.8308,0.1484,0.3473
1024,AAPL130622C00365000,AAPL,2013-06-22,call,365.0,A,73.65,,74.2,,6,51,2013-06-10,0.9992,0.0001,0.5228,0.1629,0.3258
1025,AAPL130622P00365000,AAPL,2013-06-22,put,365.0,A,0.07,,0.1,,132,1039,2013-06-10,-0.0012,0.0001,-1.6915,0.3022,0.3473
1026,AAPL130622C00370000,AAPL,2013-06-22,call,370.0,A,68.7,,69.15,,8,180,2013-06-10,0.9985,0.0002,-0.4273,0.3412,0.3258
1027,AAPL130622P00370000,AAPL,2013-06-22,put,370.0,A,0.08,,0.11,,120,1911,2013-06-10,-0.0024,0.0002,-3.2451,0.5798,0.3473
1028,AAPL130622C00375000,AAPL,2013-06-22,call,375.0,A,63.7,,64.6,,2,116,2013-06-10,0.997,0.0002,-2.1665,0.6697,0.3258
1029,AAPL130622P00375000,AAPL,2013-06-22,put,375.0,A,0.11,,0.14,,82,3540,2013-06-10,-0.0047,0.0005,-5.8798,1.0504,0.3473
1030,AAPL130622C00380000,AAPL,2013-06-22,call,380.0,A,58.8,,59.25,,25,619,2013-06-10,0.9942,0.0005,-5.149,1.2351,0.3258
1031,AAPL130622P00380000,AAPL,2013-06-22,put,380.0,A,0.14,,0.17,,202,4425,2013-06-10,-0.0086,0.0009,-10.0834,1.8012,0.3473
1032,AAPL130622C00385000,AAPL,2013-06-22,call,385.0,A,53.75,,54.65,,10,167,2013-06-10,0.9894,0.0011,-9.9389,2.1444,0.3258
1033,AAPL130622P00385000,AAPL,2013-06-22,put,385.0,A,0.18,,0.2,,293,4666,2013-06-10,-0.015,0.0014,-16.3999,2.9293,0.3473
1034,AAPL130622C00390000,AAPL,2013-06-22,call,390.0,A,48.9,,49.3,,9,422,2013-06-10,0.9813,0.0018,-17.1447,3.5135,0.3258
1035,AAPL130622P00390000,AAPL,2013-06-22,put,390.0,A,0.24,,0.28,,541,7189,2013-06-10,-0.025,0.0022,-25.3469,4.5271,0.3473
1036,AAPL130622C00395000,AAPL,2013-06-22,call,395.0,A,44.0,,44.4,,2,466,2013-06-10,0.9686,0.0028,-27.3014,5.4441,0.3258
1037,AAPL130622P00395000,AAPL,2013-06-22,put,395.0,A,0.33,,0.39,,375,3728,2013-06-10,-0.0346,0.003,-31.7672,5.9009,0.3338
1038,AAPL130622C00400000,AAPL,2013-06-22,call,400.0,A,39.15,,39.55,,439,2319,2013-06-10,0.9536,0.0039,-37.1378,7.4925,0.318
1039,AAPL130622P00400000,AAPL,2013-06-22,put,400.0,A,0.47,,0.53,,1267,13603,2013-06-10,-0.0477,0.004,-39.6452,7.6663,0.3207
1040,AAPL130622C00405000,AAPL,2013-06-22,call,405.0,A,34.35,,35.1,,172,420,2013-06-10,0.926,0.0056,-54.6915,10.813,0.3209
1041,AAPL130622P00405000,AAPL,2013-06-22,put,405.0,A,0.67,,0.75,,562,5238,2013-06-10,-0.0664,0.0054,-49.6354,9.9697,0.3086
1042,AAPL130622C00410000,AAPL,2013-06-22,call,410.0,A,29.7,,30.15,,105,1731,2013-06-10,0.9044,0.0073,-62.4646,13.115,0.3012
1043,AAPL130622P00410000,AAPL,2013-06-22,put,410.0,A,1.0,,1.09,,1119,7364,2013-06-10,-0.0943,0.0073,-62.8268,13.0002,0.2996
1044,AAPL130622C00415000,AAPL,2013-06-22,call,415.0,A,25.25,,25.55,,341,1881,2013-06-10,0.8668,0.0095,-77.0833,16.6251,0.292
1045,AAPL130622P00415000,AAPL,2013-06-22,put,415.0,A,1.47,,1.56,,1606,5511,2013-06-10,-0.1315,0.0095,-77.1565,16.4899,0.29
1046,AAPL130622C00420000,AAPL,2013-06-22,call,420.0,A,20.95,,21.3,,589,3847,2013-06-10,0.8156,0.0121,-93.5104,20.59,0.2851
1047,AAPL130622P00420000,AAPL,2013-06-22,put,420.0,A,2.17,,2.27,,2532,13004,2013-06-10,-0.1823,0.0121,-93.2735,20.4508,0.2826
1048,AAPL130622C00425000,AAPL,2013-06-22,call,425.0,A,16.95,,17.25,,471,4996,2013-06-10,0.7513,0.0147,-108.7672,24.4958,0.2781
1049,AAPL130622P00425000,AAPL,2013-06-22,put,425.0,A,3.15,,3.35,,1701,8000,2013-06-10,-0.2481,0.0147,-109.6991,24.4769,0.2776
1050,AAPL130622C00430000,AAPL,2013-06-22,call,430.0,A,13.45,,13.7,,1471,4440,2013-06-10,0.6712,0.0168,-123.3337,27.9565,0.2758
