,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
865,AAPL130628P00435000,AAPL,2013-06-28,put,435.0,A,32.3,,33.15,,164,1112,2013-06-24,-0.9765,0.0036,-46.1685,2.1368,0.4046
866,AAPL130628C00440000,AAPL,2013-06-28,call,440.0,A,0.06,,0.07,,1563,3706,2013-06-24,0.0077,0.0014,-16.9903,0.8137,0.3812
867,AAPL130628P00440000,AAPL,2013-06-28,put,440.0,A,37.2,,38.1,,437,1599,2013-06-24,-0.9887,0.0019,-24.0014,1.1373,0.4046
868,AAPL130628C00445000,AAPL,2013-06-28,call,445.0,A,0.05,,0.08,,688,3369,2013-06-24,0.0031,0.0005,-7.6347,0.3656,0.3812
869,AAPL130628P00445000,AAPL,2013-06-28,put,445.0,A,42.2,,43.2,,82,679,2013-06-24,-0.995,0.0009,-11.1811,0.5595,0.4046
870,AAPL130628C00450000,AAPL,2013-06-28,call,450.0,A,0.04,,0.06,,656,3551,2013-06-24,0.0011,0.0002,-3.1491,0.1508,0.3812
871,AAPL130628P00450000,AAPL,2013-06-28,put,450.0,A,47.15,,48.25,,75,443,2013-06-24,-0.9979,0.0004,-4.4211,0.2551,0.4046
872,AAPL130628C00455000,AAPL,2013-06-28,call,455.0,A,0.03,,0.04,,2896,2141,2013-06-24,0.0004,0.0001,-1.1958,0.0573,0.3812
873,AAPL130628P00455000,AAPL,2013-06-28,put,455.0,A,52.15,,53.2,,43,340,2013-06-24,-0.9992,0.0002,-1.1492,0.1081,0.4046
874,AAPL130628C00460000,AAPL,2013-06-28,call,460.0,A,0.02,,0.03,,451,2015,2013-06-24,0.0001,0.0,-0.4192,0.0201,0.3812
875,AAPL130628P00460000,AAPL,2013-06-28,put,460.0,A,57.1,,58.4,,1,492,2013-06-24,-0.9997,0.0001,0.3141,0.0426,0.4046
876,AAPL130628C00465000,AAPL,2013-06-28,call,465.0,A,0.0,,0.04,,295,1082,2013-06-24,0.0,0.0,-0.136,0.0065,0.3812
877,AAPL130628P00465000,AAPL,2013-06-28,put,465.0,A,62.0,,63.35,,0,117,2013-06-24,-0.9999,0.0,0.9245,0.0157,0.4046
878,AAPL130628C00470000,AAPL,2013-06-28,call,470.0,A,0.02,,0.03,,351,2770,2013-06-24,0.0,0.0,-0.041,0.002,0.3812
879,AAPL130628P00470000,AAPL,2013-06-28,put,470.0,A,67.05,,68.4,,0,96,2013-06-24,-1.0,0.0,1.1662,0.0054,0.4046
880,AAPL130628C00475000,AAPL,2013-06-28,call,475.0,A,0.01,,0.04,,16,2268,2013-06-24,0.0,0.0,-0.0115,0.0005,0.3812
881,AAPL130628P00475000,AAPL,2013-06-28,put,475.0,A,72.05,,73.4,,5,97,2013-06-24,-1.0,0.0,1.2612,0.0018,0.4046
882,AAPL130628C00480000,AAPL,2013-06-28,call,480.0,A,0.01,,0.04,,8,564,2013-06-24,0.0,0.0,-0.003,0.0001,0.3812
883,AAPL130628P00480000,AAPL,2013-06-28,put,480.0,A,77.1,,78.4,,0,66,2013-06-24,-1.0,0.0,1.3019,0.0005,0.4046
884,AAPL130628C00485000,AAPL,2013-06-28,call,485.0,A,0.01,,0.02,,67,305,2013-06-24,0.0,0.0,-0.0007,0.0,0.3812
885,AAPL130628P00485000,AAPL,2013-06-28,put,485.0,A,82.15,,83.35,,0,80,2013-06-24,-1.0,0.0,1.324,0.0002,0.4046
886,AAPL130628C00490000,AAPL,2013-06-28,call,490.0,A,0.0,,0.03,,40,4274,2013-06-24,0.0,0.0,-0.0002,0.0,0.3812
887,AAPL130628P00490000,AAPL,2013-06-28,put,490.0,A,87.15,,88.35,,0,46,2013-06-24,-1.0,0.0,1.3402,0.0,0.4046
888,AAPL130628C00495000,AAPL,2013-06-28,call,495.0,A,0.0,,0.04,,0,150,2013-06-24,0.0,0.0,0.0,0.0,0.3812
889,AAPL130628P00495000,AAPL,2013-06-28,put,495.0,A,92.15,,93.35,,0,2,2013-06-24,-1.0,0.0,1.3545,0.0,0.4046
890,AAPL130628C00500000,AAPL,2013-06-28,call,500.0,A,0.0,,0.02,,0,670,2013-06-24,0.0,0.0,0.0,0.0,0.3812
891,AAPL130628P00500000,AAPL,2013-06-28,put,500.0,A,97.15,,98.35,,0,8,2013-06-24,-1.0,0.0,1.3684,0.0,0.4046
892,AAPL130628C00505000,AAPL,2013-06-28,call,505.0,A,0.0,,0.03,,1,74,2013-06-24,0.0,0.0,0.0,0.0,0.3812
893,AAPL130628P00505000,AAPL,2013-06-28,put,505.0,A,102.15,,103.35,,0,22,2013-06-24,-1.0,0.0,1.3821,0.0,0.4046
894,AAPL130628C00510000,AAPL,2013-06-28,call,510.0,A,0.0,,0.02,,0,2089,2013-06-24,0.0,0.0,0.0,0.0,0.3812
895,AAPL130628P00510000,AAPL,2013-06-28,put,510.0,A,107.05,,108.4,,0,1,2013-06-24,-1.0,0.0,1.3958,0.0,0.4046
896,AAPL130628C00515000,AAPL,2013-06-28,call,515.0,A,0.0,,0.01,,42,73,2013-06-24,0.0,0.0,0.0,0.0,0.3812
897,AAPL130628P00515000,AAPL,2013-06-28,put,515.0,A,112.05,,113.4,,0,6,2013-06-24,-1.0,0.0,1.4095,0.0,0.4046
898,AAPL130628C00520000,AAPL,2013-06-28,call,520.0,A,0.0,,0.09,,0,49,2013-06-24,0.0,0.0,0.0,0.0,0.3812
899,AAPL130628P00520000,AAPL,2013-06-28,put,520.0,A,117.05,,118.4,,0,10,2013-06-24,-1.0,0.0,1.4232,0.0,0.4046
900,AAPL130628C00525000,AAPL,2013-06-28,call,525.0,A,0.0,,0.01,,37,151,2013-06-24,0.0,0.0,0.0,0.0,0.3812
901,AAPL130628P00525000,AAPL,2013-06-28,put,525.0,A,122.05,,123.4,,0,3,2013-06-24,-1.0,0.0,1.4369,0.0,0.4046
902,AAPL130628C00530000,AAPL,2013-06-28,call,530.0,A,0.0,,0.01,,63,158,2013-06-24,0.0,0.0,0.0,0.0,0.3812
903,AAPL130628P00530000,AAPL,2013-06-28,put,530.0,A,127.15,,128.35,,0,3,2013-06-24,-1.0,0.0,1.4505,0.0,0.4046
904,AAPL130628C00535000,AAPL,2013-06-28,call,535.0,A,0.0,,0.01,,0,140,2013-06-24,0.0,0.0,0.0,0.0,0.3812
905,AAPL130628P00535000,AAPL,2013-06-28,put,535.0,A,132.05,,133.4,,0,0,2013-06-24,-1.0,0.0,1.4643,0.0,0.4046
906,AAPL130628C00540000,AAPL,2013-06-28,call,540.0,A,0.0,,0.02,,44,22,2013-06-24,0.0,0.0,0.0,0.0,0.3812
907,AAPL130628P00540000,AAPL,2013-06-28,put,540.0,A,137.15,,138.35,,0,2,2013-06-24,-1.0,0.0,1.4779,0.0,0.4046
908,AAPL130628C00545000,AAPL,2013-06-28,call,545.0,A,0.0,,0.02,,105,85,2013-06-24,0.0,0.0,0.0,0.0,0.3812
909,AAPL130628P00545000,AAPL,2013-06-28,put,545.0,A,142.05,,143.4,,0,0,2013-06-24,-1.0,0.0,1.4916,0.0,0.4046
910,AAPL130628C00550000,AAPL,2013-06-28,call,550.0,A,0.0,,0.02,,0,2,2013-06-24,0.0,0.0,0.0,0.0,0.3812
911,AAPL130628P00550000,AAPL,2013-06-28,put,550.0,A,147.15,,148.35,,0,3,2013-06-24,-1.0,0.0,1.5053,0.0,0.4046
912,AAPL130628C00555000,AAPL,2013-06-28,call,555.0,A,0.0,,0.14,,0,16,2013-06-24,0.0,0.0,0.0,0.0,0.3812
913,AAPL130628P00555000,AAPL,2013-06-28,put,555.0,A,152.05,,153.4,,0,0,2013-06-24,-1.0,0.0,1.5189,0.0,0.4046
914,AAPL130628C00560000,AAPL,2013-06-28,call,560.0,A,0.0,,0.01,,0,27,2013-06-24,0.0,0.0,0.0,0.0,0.3812
915,AAPL130628P00560000,AAPL,2013-06-28,put,560.0,A,157.05,,158.4,,0,0,2013-06-24,-1.0,0.0,1.5327,0.0,0.4046
916,AAPL130628C00565000,AAPL,2013-06-28,call,565.0,A,0.0,,0.38,,0,6,2013-06-24,0.0,0.0,0.0,0.0,0.3812
917,AAPL130628P00565000,AAPL,2013-06-28,put,565.0,A,162.05,,163.4,,0,0,2013-06-24,-1.0,0.0,1.5464,0.0,0.4046
918,AAPL130628C00570000,AAPL,2013-06-28,call,570.0,A,0.0,,0.38,,0,0,2013-06-24,0.0,0.0,0.0,0.0,0.3812
919,AAPL130628P00570000,AAPL,2013-06-28,put,570.0,A,167.05,,168.4,,0,0,2013-06-24,-1.0,0.0,1.5601,0.0,0.4046
920,AAPL130628C00575000,AAPL,2013-06-28,call,575.0,A,0.0,,0.09,,0,0,2013-06-24,0.0,0.0,0.0,0.0,0.3812
921,AAPL130628P00575000,AAPL,2013-06-28,put,575.0,A,172.05,,173.4,,0,0,2013-06-24,-1.0,0.0,1.5737,0.0,0.4046
922,AAPL130705C00325000,AAPL,2013-07-05,call,325.0,A,76.95,,78.05,,0,0,2013-06-24,0.9998,0.0,0.1098,0.0345,0.3512
923,AAPL130705P00325000,AAPL,2013-07-05,put,325.0,A,0.0,,0.13,,0,0,2013-06-24,-0.0018,0.0002,-3.001,0.3847,0.4417
924,AAPL130705C00330000,AAPL,2013-07-05,call,330.0,A,72.05,,73.0,,0,0,2013-06-24,0.9996,0.0001,-0.2217,0.0857,0.3512
925,AAPL130705P00330000,AAPL,2013-07-05,put,330.0,A,0.02,,0.17,,0,0,2013-06-24,-0.0064,0.0005,-10.3024,1.2109,0.4817
926,AAPL130705C00335000,AAPL,2013-07-05,call,335.0,A,67.0,,68.05,,0,0,2013-06-24,0.9991,0.0001,-0.9243,0.1968,0.3512
927,AAPL130705P00335000,AAPL,2013-07-05,put,335.0,A,0.15,,0.21,,20,0,2013-06-24,-0.0143,0.0011,-22.0887,2.4594,0.5084
928,AAPL130705C00340000,AAPL,2013-07-05,call,340.0,A,61.65,,63.25,,0,0,2013-06-24,0.998,0.0002,-2.3151,0.4188,0.3512
929,AAPL130705P00340000,AAPL,2013-07-05,put,340.0,A,0.17,,0.23,,24,1,2013-06-24,-0.0166,0.0013,-23.68,2.7926,0.4801
930,AAPL130705C00345000,AAPL,2013-07-05,call,345.0,A,57.15,,58.15,,0,0,2013-06-24,0.9958,0.0005,-4.8727,0.8289,0.3512
931,AAPL130705P00345000,AAPL,2013-07-05,put,345.0,A,0.22,,0.3,,42,0,2013-06-24,-0.0216,0.0017,-28.6361,3.5055,0.4625
932,AAPL130705C00350000,AAPL,2013-07-05,call,350.0,A,52.3,,53.3,,0,31,2013-06-24,0.9916,0.0009,-9.2374,1.5303,0.3512
933,AAPL130705P00350000,AAPL,2013-07-05,put,350.0,A,0.28,,0.37,,151,42,2013-06-24,-0.0275,0.0021,-33.436,4.2858,0.4417
934,AAPL130705C00355000,AAPL,2013-07-05,call,355.0,A,47.3,,48.3,,0,0,2013-06-24,0.9844,0.0016,-16.1527,2.6429,0.3512
935,AAPL130705P00355000,AAPL,2013-07-05,put,355.0,A,0.38,,0.44,,104,95,2013-06-24,-0.0353,0.0027,-39.2377,5.2718,0.4214
936,AAPL130705C00360000,AAPL,2013-07-05,call,360.0,A,42.45,,43.45,,0,0,2013-06-24,0.9725,0.0027,-26.3287,4.2811,0.3512
937,AAPL130705P00360000,AAPL,2013-07-05,put,360.0,A,0.49,,0.55,,50,103,2013-06-24,-0.0455,0.0035,-45.7477,6.4671,0.4005
938,AAPL130705C00365000,AAPL,2013-07-05,call,365.0,A,37.65,,38.6,,0,5,2013-06-24,0.954,0.004,-40.2372,6.521,0.3512
939,AAPL130705P00365000,AAPL,2013-07-05,put,365.0,A,0.66,,0.77,,313,63,2013-06-24,-0.0616,0.0047,-56.0642,8.2338,0.3855
940,AAPL130705C00370000,AAPL,2013-07-05,call,370.0,A,32.8,,33.8,,0,0,2013-06-24,0.9341,0.0056,-51.6419,8.6682,0.3386
941,AAPL130705P00370000,AAPL,2013-07-05,put,370.0,A,0.89,,0.97,,508,120,2013-06-24,-0.0807,0.006,-65.4513,10.1328,0.3657
942,AAPL130705C00375000,AAPL,2013-07-05,call,375.0,A,28.2,,29.15,,0,0,2013-06-24,0.9003,0.0077,-70.0176,11.8503,0.3353
943,AAPL130705P00375000,AAPL,2013-07-05,put,375.0,A,1.23,,1.3,,573,260,2013-06-24,-0.1083,0.0079,-77.6938,12.5962,0.3492
944,AAPL130705C00380000,AAPL,2013-07-05,call,380.0,A,23.85,,24.4,,35,42,2013-06-24,0.8612,0.0101,-85.4036,14.9809,0.3234
945,AAPL130705P00380000,AAPL,2013-07-05,put,380.0,A,1.73,,1.83,,610,225,2013-06-24,-0.1477,0.0101,-92.8211,15.6258,0.3363
946,AAPL130705C00385000,AAPL,2013-07-05,call,385.0,A,19.55,,20.1,,56,15,2013-06-24,0.8088,0.0129,-101.6278,18.4457,0.3124
947,AAPL130705P00385000,AAPL,2013-07-05,put,385.0,A,2.45,,2.55,,537,348,2013-06-24,-0.1992,0.0127,-108.2074,18.9131,0.3239
948,AAPL130705C00390000,AAPL,2013-07-05,call,390.0,A,15.6,,16.05,,223,42,2013-06-24,0.7407,0.0158,-117.3286,21.934,0.3032
949,AAPL130705P00390000,AAPL,2013-07-05,put,390.0,A,3.5,,3.65,,1136,564,2013-06-24,-0.267,0.0154,-124.153,22.2633,0.3157
950,AAPL130705C00395000,AAPL,2013-07-05,call,395.0,A,12.1,,12.4,,278,20,2013-06-24,0.657,0.0183,-129.9966,24.8954,0.2959
951,AAPL130705P00395000,AAPL,2013-07-05,put,395.0,A,4.85,,5.1,,2174,756,2013-06-24,-0.3474,0.0178,-135.398,25.0161,0.3064
952,AAPL130705C00400000,AAPL,2013-07-05,call,400.0,A,9.0,,9.3,,1720,225,2013-06-24,0.5611,0.0201,-136.7586,26.7001,0.2902
953,AAPL130705P00400000,AAPL,2013-07-05,put,400.0,A,6.75,,7.0,,3413,1113,2013-06-24,-0.4402,0.0194,-141.5713,26.714,0.3
954,AAPL130705C00405000,AAPL,2013-07-05,call,405.0,A,6.55,,6.65,,1847,69,2013-06-24,0.4592,0.0204,-136.0223,26.877,0.2867
955,AAPL130705P00405000,AAPL,2013-07-05,put,405.0,A,9.0,,9.35,,2851,933,2013-06-24,-0.5398,0.0201,-138.151,26.883,0.2909
956,AAPL130705C00410000,AAPL,2013-07-05,call,410.0,A,4.45,,4.6,,1487,412,2013-06-24,0.358,0.0196,-125.8596,25.29,0.2819
957,AAPL130705P00410000,AAPL,2013-07-05,put,410.0,A,12.1,,12.4,,1567,1680,2013-06-24,-0.6364,0.019,-131.2782,25.4224,0.2923
958,AAPL130705C00415000,AAPL,2013-07-05,call,415.0,A,2.95,,3.1,,1453,843,2013-06-24,0.2675,0.0173,-110.7371,22.2893,0.2814
959,AAPL130705P00415000,AAPL,2013-07-05,put,415.0,A,15.4,,15.95,,864,1569,2013-06-24,-0.7265,0.017,-115.1455,22.5363,0.2892
960,AAPL130705C00420000,AAPL,2013-07-05,call,420.0,A,1.86,,2.0,,1561,880,2013-06-24,0.1895,0.0143,-90.5639,18.3518,0.2795
961,AAPL130705P00420000,AAPL,2013-07-05,put,420.0,A,19.2,,19.9,,234,1016,2013-06-24,-0.8033,0.0142,-95.3266,18.7667,0.2875
962,AAPL130705C00425000,AAPL,2013-07-05,call,425.0,A,1.2,,1.29,,754,659,2013-06-24,0.1322,0.0112,-72.4387,14.4916,0.2831
963,AAPL130705P00425000,AAPL,2013-07-05,put,425.0,A,23.4,,24.2,,173,648,2013-06-24,-0.8637,0.0112,-75.1985,14.7933,0.2877
964,AAPL130705C00430000,AAPL,2013-07-05,call,430.0,A,0.75,,0.83,,849,1959,2013-06-24,0.0895,0.0083,-55.4866,10.9567,0.2868
965,AAPL130705P00430000,AAPL,2013-07-05,put,430.0,A,28.05,,28.8,,109,472,2013-06-24,-0.9007,0.0086,-62.4293,11.8138,0.299
966,AAPL130705C00435000,AAPL,2013-07-05,call,435.0,A,0.47,,0.53,,648,986,2013-06-24,0.0599,0.006,-41.4942,8.0559,0.2917
967,AAPL130705P00435000,AAPL,2013-07-05,put,435.0,A,32.6,,33.55,,18,566,2013-06-24,-0.9406,0.006,-41.0701,7.9938,0.2908
968,AAPL130705C00440000,AAPL,2013-07-05,call,440.0,A,0.3,,0.34,,422,1242,2013-06-24,0.0402,0.0043,-30.892,5.8647,0.2983
969,AAPL130705P00440000,AAPL,2013-07-05,put,440.0,A,37.4,,38.45,,8,625,2013-06-24,-0.9635,0.004,-27.7507,5.4024,0.2908
970,AAPL130705C00445000,AAPL,2013-07-05,call,445.0,A,0.2,,0.24,,648,1127,2013-06-24,0.0279,0.0031,-23.5997,4.3448,0.3076
971,AAPL130705P00445000,AAPL,2013-07-05,put,445.0,A,42.4,,43.4,,2,599,2013-06-24,-0.9785,0.0026,-17.8441,3.4758,0.2908
972,AAPL130705C00450000,AAPL,2013-07-05,call,450.0,A,0.12,,0.16,,615,1596,2013-06-24,0.0184,0.0021,-16.8976,3.0541,0.3133
973,AAPL130705P00450000,AAPL,2013-07-05,put,450.0,A,47.3,,48.2,,30,175,2013-06-24,-0.9878,0.0016,-10.9325,2.1325,0.2908
974,AAPL130705C00455000,AAPL,2013-07-05,call,455.0,A,0.09,,0.16,,200,817,2013-06-24,0.0155,0.0017,-15.545,2.641,0.3333
975,AAPL130705P00455000,AAPL,2013-07-05,put,455.0,A,52.15,,53.25,,9,149,2013-06-24,-0.9933,0.0009,-6.3854,1.2496,0.2908
976,AAPL130705C00460000,AAPL,2013-07-05,call,460.0,A,0.08,,0.11,,198,965,2013-06-24,0.012,0.0013,-12.9393,2.1128,0.3468
977,AAPL130705P00460000,AAPL,2013-07-05,put,460.0,A,57.2,,58.25,,14,139,2013-06-24,-0.9965,0.0005,-3.552,0.7006,0.2908
978,AAPL130705C00465000,AAPL,2013-07-05,call,465.0,A,0.04,,0.08,,41,750,2013-06-24,0.0076,0.0009,-8.772,1.4229,0.3491
979,AAPL130705P00465000,AAPL,2013-07-05,put,465.0,A,62.05,,63.4,,0,157,2013-06-24,-0.9982,0.0002,-1.873,0.3763,0.2908
980,AAPL130705C00470000,AAPL,2013-07-05,call,470.0,A,0.04,,0.06,,65,670,2013-06-24,0.0063,0.0007,-7.7378,1.2018,0.3646
981,AAPL130705P00470000,AAPL,2013-07-05,put,470.0,A,67.05,,68.45,,0,157,2013-06-24,-0.9991,0.0001,-0.9228,0.1939,0.2908
982,AAPL130705C00475000,AAPL,2013-07-05,call,475.0,A,0.02,,0.14,,1,507,2013-06-24,0.0038,0.0005,-4.9573,0.7699,0.3646
983,AAPL130705P00475000,AAPL,2013-07-05,put,475.0,A,72.05,,73.4,,11,53,2013-06-24,-0.9995,0.0001,-0.4064,0.096,0.2908
984,AAPL130705C00480000,AAPL,2013-07-05,call,480.0,A,0.02,,0.06,,23,552,2013-06-24,0.0023,0.0002,-3.0986,0.4813,0.3646
985,AAPL130705P00480000,AAPL,2013-07-05,put,480.0,A,77.05,,78.4,,10,24,2013-06-24,-0.9997,0.0,-0.1345,0.0457,0.2908
986,AAPL130705C00485000,AAPL,2013-07-05,call,485.0,A,0.01,,0.05,,31,108,2013-06-24,0.0013,0.0002,-1.8913,0.2937,0.3646
987,AAPL130705P00485000,AAPL,2013-07-05,put,485.0,A,82.05,,83.35,,0,5,2013-06-24,-0.9998,0.0,0.0062,0.021,0.2908
988,AAPL130705C00490000,AAPL,2013-07-05,call,490.0,A,0.0,,0.11,,0,141,2013-06-24,0.0008,0.0001,-1.1282,0.1752,0.3646
989,AAPL130705P00490000,AAPL,2013-07-05,put,490.0,A,87.05,,88.4,,0,7,2013-06-24,-0.9999,0.0,0.08,0.0092,0.2908
